job_number;submit_time;year;month;day;day_of_week;hour;minute;second;runtime;nodes_alloc;user;user_group;executable_num;hours;minutes;seconds;month.1;month.2;year.1;day_of_week.1
7701;1527819;1993;10;18;1;16;23;42;1363;32;4;1;3;16;23;42;18;10;1993;1
7702;1527827;1993;10;18;1;16;23;50;12;1;4;1;2;16;23;50;18;10;1993;1
7703;1528166;1993;10;18;1;16;29;29;993;8;22;1;141;16;29;29;18;10;1993;1
7705;1528417;1993;10;18;1;16;33;40;206;64;23;1;134;16;33;40;18;10;1993;1
7706;1528829;1993;10;18;1;16;40;32;138;32;10;1;10;16;40;32;18;10;1993;1
7707;1528969;1993;10;18;1;16;42;52;408;32;10;1;10;16;42;52;18;10;1993;1
7708;1529184;1993;10;18;1;16;46;27;7;1;4;1;4;16;46;27;18;10;1993;1
7709;1529259;1993;10;18;1;16;47;42;1907;32;4;1;3;16;47;42;18;10;1993;1
7710;1529319;1993;10;18;1;16;48;42;437;64;23;1;134;16;48;42;18;10;1993;1
7711;1529601;1993;10;18;1;16;53;24;1620;32;10;1;10;16;53;24;18;10;1993;1
7712;1529767;1993;10;18;1;16;56;10;323;64;23;1;134;16;56;10;18;10;1993;1
7713;1530421;1993;10;18;1;17;7;4;60;8;24;1;29;17;7;4;18;10;1993;1
7714;1530807;1993;10;18;1;17;13;30;50;16;39;2;158;17;13;30;18;10;1993;1
7715;1530884;1993;10;18;1;17;14;47;116;16;39;2;158;17;14;47;18;10;1993;1
7716;1531011;1993;10;18;1;17;16;54;55;8;24;1;29;17;16;54;18;10;1993;1
7717;1531116;1993;10;18;1;17;18;39;365;64;23;1;134;17;18;39;18;10;1993;1
7718;1531170;1993;10;18;1;17;19;33;11;1;4;1;4;17;19;33;18;10;1993;1
7719;1531459;1993;10;18;1;17;24;22;184;16;39;2;158;17;24;22;18;10;1993;1
7720;1531808;1993;10;18;1;17;30;11;344;16;39;2;177;17;30;11;18;10;1993;1
7721;1532181;1993;10;18;1;17;36;24;1934;32;10;1;10;17;36;24;18;10;1993;1
7722;1532426;1993;10;18;1;17;40;29;67;8;24;1;29;17;40;29;18;10;1993;1
7723;1532696;1993;10;18;1;17;44;59;3277;1;4;1;4;17;44;59;18;10;1993;1
7724;1532716;1993;10;18;1;17;45;19;3332;32;4;1;3;17;45;19;18;10;1993;1
7725;1532764;1993;10;18;1;17;46;7;56;16;39;2;158;17;46;7;18;10;1993;1
7726;1533239;1993;10;18;1;17;54;2;55;8;24;1;29;17;54;2;18;10;1993;1
7727;1533563;1993;10;18;1;17;59;26;399;16;39;2;158;17;59;26;18;10;1993;1
7728;1533900;1993;10;18;1;18;5;3;14;1;9;2;9;18;5;3;18;10;1993;1
7729;1533993;1993;10;18;1;18;6;36;44;16;39;2;158;18;6;36;18;10;1993;1
7733;1534339;1993;10;18;1;18;12;22;237;32;10;1;10;18;12;22;18;10;1993;1
7734;1534392;1993;10;18;1;18;13;15;251;32;30;1;76;18;13;15;18;10;1993;1
7736;1534645;1993;10;18;1;18;17;28;22;32;30;1;76;18;17;28;18;10;1993;1
7737;1534676;1993;10;18;1;18;17;59;23;32;30;1;76;18;17;59;18;10;1993;1
7738;1534711;1993;10;18;1;18;18;34;23;32;10;1;10;18;18;34;18;10;1993;1
7739;1534770;1993;10;18;1;18;19;33;112;32;10;1;10;18;19;33;18;10;1993;1
7740;1534856;1993;10;18;1;18;20;59;22;32;30;1;76;18;20;59;18;10;1993;1
7741;1534992;1993;10;18;1;18;23;15;1272;32;10;1;10;18;23;15;18;10;1993;1
7742;1535068;1993;10;18;1;18;24;31;197;32;30;1;76;18;24;31;18;10;1993;1
7744;1535558;1993;10;18;1;18;32;41;22;32;30;1;76;18;32;41;18;10;1993;1
7745;1535591;1993;10;18;1;18;33;14;22;32;30;1;76;18;33;14;18;10;1993;1
7747;1535818;1993;10;18;1;18;37;1;251;32;30;1;76;18;37;1;18;10;1993;1
7749;1536035;1993;10;18;1;18;40;38;24;1;4;1;4;18;40;38;18;10;1993;1
7750;1536053;1993;10;18;1;18;40;56;154;32;1;1;-1;18;40;56;18;10;1993;1
7751;1536077;1993;10;18;1;18;41;20;214;32;30;1;76;18;41;20;18;10;1993;1
7752;1536308;1993;10;18;1;18;45;11;173;32;30;1;76;18;45;11;18;10;1993;1
7753;1536558;1993;10;18;1;18;49;21;196;32;30;1;76;18;49;21;18;10;1993;1
7754;1536573;1993;10;18;1;18;49;36;714;32;10;1;10;18;49;36;18;10;1993;1
7755;1536808;1993;10;18;1;18;53;31;183;32;30;1;76;18;53;31;18;10;1993;1
7756;1537185;1993;10;18;1;18;59;48;12;1;4;1;4;18;59;48;18;10;1993;1
7757;1537226;1993;10;18;1;19;0;29;3292;32;4;1;3;19;0;29;18;10;1993;1
7758;1537566;1993;10;18;1;19;6;9;375;32;30;1;76;19;6;9;18;10;1993;1
7759;1537763;1993;10;18;1;19;9;26;977;32;1;1;-1;19;9;26;18;10;1993;1
7760;1537896;1993;10;18;1;19;11;39;13;1;4;1;4;19;11;39;18;10;1993;1
7761;1538727;1993;10;18;1;19;25;30;6;1;4;1;4;19;25;30;18;10;1993;1
7762;1540148;1993;10;18;1;19;49;11;3722;32;1;1;-1;19;49;11;18;10;1993;1
7763;1540521;1993;10;18;1;19;55;24;9;1;4;1;4;19;55;24;18;10;1993;1
7764;1540806;1993;10;18;1;20;0;9;6514;32;4;1;-1;20;0;9;18;10;1993;1
7765;1543358;1993;10;18;1;20;42;41;50;64;32;1;11;20;42;41;18;10;1993;1
7766;1547323;1993;10;18;1;21;48;46;9613;128;2;1;-1;21;48;46;18;10;1993;1
7767;1556940;1993;10;19;2;0;29;3;8985;128;1;1;-1;0;29;3;19;10;1993;2
7768;1565929;1993;10;19;2;2;58;52;9800;128;2;1;-1;2;58;52;19;10;1993;2
7770;1575952;1993;10;19;2;5;45;55;79;64;23;1;134;5;45;55;19;10;1993;2
7775;1576555;1993;10;19;2;5;55;58;2026;64;23;1;134;5;55;58;19;10;1993;2
7813;1578684;1993;10;19;2;6;31;27;523;64;23;1;134;6;31;27;19;10;1993;2
7818;1579451;1993;10;19;2;6;44;14;103;64;23;1;134;6;44;14;19;10;1993;2
7820;1579619;1993;10;19;2;6;47;2;96;64;23;1;134;6;47;2;19;10;1993;2
7825;1579873;1993;10;19;2;6;51;16;186;64;23;1;134;6;51;16;19;10;1993;2
7834;1580207;1993;10;19;2;6;56;50;477;64;23;1;134;6;56;50;19;10;1993;2
7838;1580761;1993;10;19;2;7;6;4;492;64;23;1;134;7;6;4;19;10;1993;2
7846;1581371;1993;10;19;2;7;16;14;716;64;23;1;134;7;16;14;19;10;1993;2
7874;1583581;1993;10;19;2;7;53;4;45;32;24;1;101;7;53;4;19;10;1993;2
7875;1583645;1993;10;19;2;7;54;8;6;32;24;1;101;7;54;8;19;10;1993;2
7876;1583652;1993;10;19;2;7;54;15;2144;32;24;1;101;7;54;15;19;10;1993;2
7877;1583666;1993;10;19;2;7;54;29;6494;32;4;1;3;7;54;29;19;10;1993;2
7879;1584034;1993;10;19;2;8;0;37;200;32;30;1;76;8;0;37;19;10;1993;2
7880;1584111;1993;10;19;2;8;1;54;21;16;22;1;141;8;1;54;19;10;1993;2
7882;1584239;1993;10;19;2;8;4;2;534;32;30;1;76;8;4;2;19;10;1993;2
7887;1584701;1993;10;19;2;8;11;44;1037;16;22;1;141;8;11;44;19;10;1993;2
7888;1584781;1993;10;19;2;8;13;4;20;32;30;1;76;8;13;4;19;10;1993;2
7889;1584939;1993;10;19;2;8;15;42;231;32;30;1;76;8;15;42;19;10;1993;2
7890;1585177;1993;10;19;2;8;19;40;236;32;30;1;76;8;19;40;19;10;1993;2
7891;1585240;1993;10;19;2;8;20;43;46;1;4;1;4;8;20;43;19;10;1993;2
7892;1585490;1993;10;19;2;8;24;53;462;32;30;1;76;8;24;53;19;10;1993;2
7893;1585868;1993;10;19;2;8;31;11;939;32;22;1;141;8;31;11;19;10;1993;2
7894;1585979;1993;10;19;2;8;33;2;242;32;30;1;76;8;33;2;19;10;1993;2
7895;1586300;1993;10;19;2;8;38;23;15;1;4;1;4;8;38;23;19;10;1993;2
7896;1586487;1993;10;19;2;8;41;30;153;32;23;1;134;8;41;30;19;10;1993;2
7897;1586749;1993;10;19;2;8;45;52;931;32;23;1;134;8;45;52;19;10;1993;2
7898;1586995;1993;10;19;2;8;49;58;194;32;30;1;76;8;49;58;19;10;1993;2
7899;1587219;1993;10;19;2;8;53;42;205;32;30;1;76;8;53;42;19;10;1993;2
7900;1587235;1993;10;19;2;8;53;58;884;4;22;1;141;8;53;58;19;10;1993;2
7901;1587431;1993;10;19;2;8;57;14;379;32;30;1;76;8;57;14;19;10;1993;2
7902;1587501;1993;10;19;2;8;58;24;79;1;4;1;4;8;58;24;19;10;1993;2
7903;1587855;1993;10;19;2;9;4;18;2942;32;23;1;134;9;4;18;19;10;1993;2
7904;1587903;1993;10;19;2;9;5;6;24;1;9;2;9;9;5;6;19;10;1993;2
7905;1588347;1993;10;19;2;9;12;30;165;64;12;2;14;9;12;30;19;10;1993;2
7906;1588838;1993;10;19;2;9;20;41;8;1;4;1;4;9;20;41;19;10;1993;2
7907;1588996;1993;10;19;2;9;23;19;8;1;4;1;2;9;23;19;19;10;1993;2
7908;1590099;1993;10;19;2;9;41;42;8;1;4;1;4;9;41;42;19;10;1993;2
7909;1590162;1993;10;19;2;9;42;45;5;1;4;1;4;9;42;45;19;10;1993;2
7910;1590730;1993;10;19;2;9;52;13;14;1;38;2;107;9;52;13;19;10;1993;2
7911;1590760;1993;10;19;2;9;52;43;15;1;38;2;107;9;52;43;19;10;1993;2
7912;1590810;1993;10;19;2;9;53;33;52;1;23;1;9;9;53;33;19;10;1993;2
7913;1590928;1993;10;19;2;9;55;31;1257;32;23;1;134;9;55;31;19;10;1993;2
7914;1591207;1993;10;19;2;10;0;10;5197;32;4;1;3;10;0;10;19;10;1993;2
7915;1591667;1993;10;19;2;10;7;50;8;1;4;1;4;10;7;50;19;10;1993;2
7916;1592467;1993;10;19;2;10;21;10;28;1;13;1;36;10;21;10;19;10;1993;2
7917;1592534;1993;10;19;2;10;22;17;506;32;23;1;134;10;22;17;19;10;1993;2
7918;1592620;1993;10;19;2;10;23;43;9;1;4;1;4;10;23;43;19;10;1993;2
7919;1592668;1993;10;19;2;10;24;31;195;32;30;1;76;10;24;31;19;10;1993;2
7920;1592883;1993;10;19;2;10;28;6;197;32;30;1;76;10;28;6;19;10;1993;2
7921;1592914;1993;10;19;2;10;28;37;2124;16;39;2;158;10;28;37;19;10;1993;2
7922;1593142;1993;10;19;2;10;32;25;285;32;30;1;76;10;32;25;19;10;1993;2
7923;1593210;1993;10;19;2;10;33;33;457;32;23;1;134;10;33;33;19;10;1993;2
7924;1593256;1993;10;19;2;10;34;19;18;1;4;1;4;10;34;19;19;10;1993;2
7925;1593832;1993;10;19;2;10;43;55;68;64;14;2;91;10;43;55;19;10;1993;2
7926;1593841;1993;10;19;2;10;44;4;129;16;14;2;26;10;44;4;19;10;1993;2
7927;1593949;1993;10;19;2;10;45;52;107;32;23;1;134;10;45;52;19;10;1993;2
7928;1593955;1993;10;19;2;10;45;58;27;1;4;1;4;10;45;58;19;10;1993;2
7929;1594294;1993;10;19;2;10;51;37;108;32;23;1;134;10;51;37;19;10;1993;2
7930;1594298;1993;10;19;2;10;51;41;15;1;4;1;4;10;51;41;19;10;1993;2
7932;1594528;1993;10;19;2;10;55;31;297;32;30;1;76;10;55;31;19;10;1993;2
7933;1594673;1993;10;19;2;10;57;56;116;32;23;1;134;10;57;56;19;10;1993;2
7934;1594750;1993;10;19;2;10;59;13;19;1;4;1;4;10;59;13;19;10;1993;2
7936;1594856;1993;10;19;2;11;0;59;209;32;30;1;76;11;0;59;19;10;1993;2
7938;1595003;1993;10;19;2;11;3;26;24;1;39;2;9;11;3;26;19;10;1993;2
7939;1595084;1993;10;19;2;11;4;47;226;32;30;1;76;11;4;47;19;10;1993;2
7940;1595102;1993;10;19;2;11;5;5;11;1;4;1;4;11;5;5;19;10;1993;2
7947;1595659;1993;10;19;2;11;14;22;55;32;23;1;134;11;14;22;19;10;1993;2
7948;1595781;1993;10;19;2;11;16;24;11;1;4;1;4;11;16;24;19;10;1993;2
7950;1595845;1993;10;19;2;11;17;28;53;32;23;1;134;11;17;28;19;10;1993;2
7953;1596204;1993;10;19;2;11;23;27;15;1;4;1;4;11;23;27;19;10;1993;2
7957;1596338;1993;10;19;2;11;25;41;42;32;23;1;134;11;25;41;19;10;1993;2
7959;1596416;1993;10;19;2;11;26;59;16;1;4;1;4;11;26;59;19;10;1993;2
7961;1596436;1993;10;19;2;11;27;19;29;4;5;2;178;11;27;19;19;10;1993;2
7962;1596467;1993;10;19;2;11;27;50;2;16;5;2;178;11;27;50;19;10;1993;2
7963;1596528;1993;10;19;2;11;28;51;2444;64;4;1;3;11;28;51;19;10;1993;2
7970;1597152;1993;10;19;2;11;39;15;28;16;5;2;178;11;39;15;19;10;1993;2
7971;1597209;1993;10;19;2;11;40;12;11;1;4;1;4;11;40;12;19;10;1993;2
7972;1597268;1993;10;19;2;11;41;11;171;64;12;2;14;11;41;11;19;10;1993;2
7973;1597465;1993;10;19;2;11;44;28;10;1;4;1;4;11;44;28;19;10;1993;2
7974;1597601;1993;10;19;2;11;46;44;80;1;28;1;179;11;46;44;19;10;1993;2
7975;1597683;1993;10;19;2;11;48;6;78;1;28;1;180;11;48;6;19;10;1993;2
7978;1597804;1993;10;19;2;11;50;7;5;4;5;2;178;11;50;7;19;10;1993;2
7979;1597811;1993;10;19;2;11;50;14;32;4;5;2;178;11;50;14;19;10;1993;2
7984;1598253;1993;10;19;2;11;57;36;44;32;23;1;134;11;57;36;19;10;1993;2
7988;1598782;1993;10;19;2;12;6;25;12;1;4;1;4;12;6;25;19;10;1993;2
7991;1598891;1993;10;19;2;12;8;14;61;32;10;1;10;12;8;14;19;10;1993;2
7993;1598976;1993;10;19;2;12;9;39;11;1;4;1;4;12;9;39;19;10;1993;2
7995;1599024;1993;10;19;2;12;10;27;1959;64;4;1;3;12;10;27;19;10;1993;2
7996;1599085;1993;10;19;2;12;11;28;3725;32;1;1;-1;12;11;28;19;10;1993;2
7997;1599113;1993;10;19;2;12;11;56;87;32;23;1;134;12;11;56;19;10;1993;2
7998;1599235;1993;10;19;2;12;13;58;74;32;23;1;134;12;13;58;19;10;1993;2
8007;1600051;1993;10;19;2;12;27;34;11;1;4;1;4;12;27;34;19;10;1993;2
8016;1600872;1993;10;19;2;12;41;15;275;16;39;2;181;12;41;15;19;10;1993;2
8020;1600991;1993;10;19;2;12;43;14;19;1;4;1;4;12;43;14;19;10;1993;2
8021;1600994;1993;10;19;2;12;43;17;437;32;1;1;-1;12;43;17;19;10;1993;2
8023;1601192;1993;10;19;2;12;46;35;16;1;39;2;9;12;46;35;19;10;1993;2
8024;1601288;1993;10;19;2;12;48;11;28;1;39;2;9;12;48;11;19;10;1993;2
8028;1601591;1993;10;19;2;12;53;14;51;8;39;2;148;12;53;14;19;10;1993;2
8029;1601665;1993;10;19;2;12;54;28;128;16;39;2;181;12;54;28;19;10;1993;2
8030;1601727;1993;10;19;2;12;55;30;16;1;4;1;4;12;55;30;19;10;1993;2
8032;1601778;1993;10;19;2;12;56;21;1390;64;4;1;3;12;56;21;19;10;1993;2
8036;1601960;1993;10;19;2;12;59;23;78;1;28;1;182;12;59;23;19;10;1993;2
8039;1602023;1993;10;19;2;13;0;26;190;16;39;2;181;13;0;26;19;10;1993;2
8040;1602041;1993;10;19;2;13;0;44;83;1;28;1;183;13;0;44;19;10;1993;2
8042;1602126;1993;10;19;2;13;2;9;77;1;28;1;184;13;2;9;19;10;1993;2
8043;1602205;1993;10;19;2;13;3;28;78;1;28;1;185;13;3;28;19;10;1993;2
8044;1602284;1993;10;19;2;13;4;47;77;1;28;1;186;13;4;47;19;10;1993;2
8046;1602364;1993;10;19;2;13;6;7;80;1;28;1;187;13;6;7;19;10;1993;2
8048;1602416;1993;10;19;2;13;6;59;488;4;5;2;178;13;6;59;19;10;1993;2
8049;1602446;1993;10;19;2;13;7;29;82;1;28;1;188;13;7;29;19;10;1993;2
8050;1602469;1993;10;19;2;13;7;52;23;1;4;1;4;13;7;52;19;10;1993;2
8053;1602531;1993;10;19;2;13;8;54;82;1;28;1;189;13;8;54;19;10;1993;2
8056;1602624;1993;10;19;2;13;10;27;1273;16;39;2;181;13;10;27;19;10;1993;2
8057;1602735;1993;10;19;2;13;12;18;111;1;28;1;190;13;12;18;19;10;1993;2
8058;1602816;1993;10;19;2;13;13;39;1005;32;1;1;-1;13;13;39;19;10;1993;2
8059;1602848;1993;10;19;2;13;14;11;80;1;28;1;191;13;14;11;19;10;1993;2
8060;1602930;1993;10;19;2;13;15;33;59;1;28;1;192;13;15;33;19;10;1993;2
8061;1602991;1993;10;19;2;13;16;34;87;1;28;1;193;13;16;34;19;10;1993;2
8064;1603081;1993;10;19;2;13;18;4;84;1;28;1;194;13;18;4;19;10;1993;2
8065;1603098;1993;10;19;2;13;18;21;22;1;4;1;4;13;18;21;19;10;1993;2
8066;1603171;1993;10;19;2;13;19;34;25;1;4;1;4;13;19;34;19;10;1993;2
8067;1603186;1993;10;19;2;13;19;49;725;32;10;1;10;13;19;49;19;10;1993;2
8070;1603474;1993;10;19;2;13;24;37;2560;32;4;1;3;13;24;37;19;10;1993;2
8071;1603483;1993;10;19;2;13;24;46;102;1;28;1;195;13;24;46;19;10;1993;2
8074;1603588;1993;10;19;2;13;26;31;104;1;28;1;196;13;26;31;19;10;1993;2
8077;1603694;1993;10;19;2;13;28;17;91;1;28;1;197;13;28;17;19;10;1993;2
8078;1603787;1993;10;19;2;13;29;50;87;1;28;1;198;13;29;50;19;10;1993;2
8079;1603823;1993;10;19;2;13;30;26;52;1;39;2;9;13;30;26;19;10;1993;2
8080;1603882;1993;10;19;2;13;31;25;78;1;28;1;199;13;31;25;19;10;1993;2
8081;1603937;1993;10;19;2;13;32;20;47;1;39;2;56;13;32;20;19;10;1993;2
8083;1603962;1993;10;19;2;13;32;45;78;1;28;1;200;13;32;45;19;10;1993;2
8084;1603975;1993;10;19;2;13;32;58;100;32;23;1;134;13;32;58;19;10;1993;2
8086;1604027;1993;10;19;2;13;33;50;50;1;39;2;9;13;33;50;19;10;1993;2
8087;1604045;1993;10;19;2;13;34;8;79;1;28;1;201;13;34;8;19;10;1993;2
8089;1604119;1993;10;19;2;13;35;22;139;16;39;2;148;13;35;22;19;10;1993;2
8090;1604127;1993;10;19;2;13;35;30;82;1;28;1;202;13;35;30;19;10;1993;2
8091;1604147;1993;10;19;2;13;35;50;67;32;23;1;134;13;35;50;19;10;1993;2
8093;1604211;1993;10;19;2;13;36;54;86;1;28;1;203;13;36;54;19;10;1993;2
8096;1604343;1993;10;19;2;13;39;6;8;1;4;1;4;13;39;6;19;10;1993;2
8097;1604581;1993;10;19;2;13;43;4;500;32;10;1;10;13;43;4;19;10;1993;2
8098;1604654;1993;10;19;2;13;44;17;56;1;22;1;150;13;44;17;19;10;1993;2
8101;1604785;1993;10;19;2;13;46;28;18;1;4;1;4;13;46;28;19;10;1993;2
8102;1604801;1993;10;19;2;13;46;44;57;2;22;1;150;13;46;44;19;10;1993;2
8103;1604944;1993;10;19;2;13;49;7;58;4;22;1;150;13;49;7;19;10;1993;2
8105;1605106;1993;10;19;2;13;51;49;67;8;22;1;150;13;51;49;19;10;1993;2
8106;1605176;1993;10;19;2;13;52;59;672;32;10;1;10;13;52;59;19;10;1993;2
8109;1605258;1993;10;19;2;13;54;21;111;16;22;1;150;13;54;21;19;10;1993;2
8112;1605435;1993;10;19;2;13;57;18;154;32;22;1;150;13;57;18;19;10;1993;2
8115;1605674;1993;10;19;2;14;1;17;14;1;4;1;4;14;1;17;19;10;1993;2
8120;1606036;1993;10;19;2;14;7;19;7;1;4;1;4;14;7;19;19;10;1993;2
8121;1606122;1993;10;19;2;14;8;45;2054;16;39;2;181;14;8;45;19;10;1993;2
8124;1606465;1993;10;19;2;14;14;28;21;1;39;2;9;14;14;28;19;10;1993;2
8125;1606510;1993;10;19;2;14;15;13;2061;32;4;1;3;14;15;13;19;10;1993;2
8126;1606520;1993;10;19;2;14;15;23;38;1;39;2;9;14;15;23;19;10;1993;2
8127;1606672;1993;10;19;2;14;17;55;58;32;23;1;134;14;17;55;19;10;1993;2
8133;1606970;1993;10;19;2;14;22;53;13;1;4;1;4;14;22;53;19;10;1993;2
8136;1607231;1993;10;19;2;14;27;14;66;1;22;1;130;14;27;14;19;10;1993;2
8140;1607389;1993;10;19;2;14;29;52;62;2;22;1;130;14;29;52;19;10;1993;2
8141;1607430;1993;10;19;2;14;30;33;271;8;11;1;11;14;30;33;19;10;1993;2
8144;1607516;1993;10;19;2;14;31;59;51;4;22;1;130;14;31;59;19;10;1993;2
8145;1607632;1993;10;19;2;14;33;55;55;8;22;1;130;14;33;55;19;10;1993;2
8146;1607755;1993;10;19;2;14;35;58;67;16;22;1;130;14;35;58;19;10;1993;2
8147;1607890;1993;10;19;2;14;38;13;89;32;22;1;130;14;38;13;19;10;1993;2
8150;1608138;1993;10;19;2;14;42;21;30;1;39;2;9;14;42;21;19;10;1993;2
8152;1608366;1993;10;19;2;14;46;9;11;1;4;1;4;14;46;9;19;10;1993;2
8158;1608573;1993;10;19;2;14;49;36;8;1;4;1;4;14;49;36;19;10;1993;2
8160;1608805;1993;10;19;2;14;53;28;154;32;4;1;3;14;53;28;19;10;1993;2
8164;1608965;1993;10;19;2;14;56;8;14;1;4;1;4;14;56;8;19;10;1993;2
8167;1609049;1993;10;19;2;14;57;32;3710;64;4;1;3;14;57;32;19;10;1993;2
8170;1609568;1993;10;19;2;15;6;11;1480;4;22;1;121;15;6;11;19;10;1993;2
8174;1610200;1993;10;19;2;15;16;43;13;1;4;1;4;15;16;43;19;10;1993;2
8183;1610707;1993;10;19;2;15;25;10;998;32;1;1;-1;15;25;10;19;10;1993;2
8185;1610871;1993;10;19;2;15;27;54;14;1;4;1;4;15;27;54;19;10;1993;2
8187;1611121;1993;10;19;2;15;32;4;937;8;22;1;121;15;32;4;19;10;1993;2
8189;1611354;1993;10;19;2;15;35;57;17;1;4;1;4;15;35;57;19;10;1993;2
8192;1611765;1993;10;19;2;15;42;48;10;1;4;1;4;15;42;48;19;10;1993;2
8193;1612145;1993;10;19;2;15;49;8;79;1;28;1;192;15;49;8;19;10;1993;2
8194;1612208;1993;10;19;2;15;50;11;21;16;22;1;121;15;50;11;19;10;1993;2
8195;1612285;1993;10;19;2;15;51;28;703;16;22;1;121;15;51;28;19;10;1993;2
8196;1612762;1993;10;19;2;15;59;25;10;1;4;1;4;15;59;25;19;10;1993;2
8198;1612930;1993;10;19;2;16;2;13;821;64;4;1;3;16;2;13;19;10;1993;2
8199;1613031;1993;10;19;2;16;3;54;919;32;1;1;-1;16;3;54;19;10;1993;2
8200;1613072;1993;10;19;2;16;4;35;666;32;22;1;121;16;4;35;19;10;1993;2
8202;1613891;1993;10;19;2;16;18;14;1683;64;4;1;3;16;18;14;19;10;1993;2
8203;1613947;1993;10;19;2;16;19;10;47;8;28;1;204;16;19;10;19;10;1993;2
8204;1614007;1993;10;19;2;16;20;10;18;8;28;1;205;16;20;10;19;10;1993;2
8205;1614032;1993;10;19;2;16;20;35;14;8;28;1;206;16;20;35;19;10;1993;2
8210;1614400;1993;10;19;2;16;26;43;18;8;28;1;207;16;26;43;19;10;1993;2
8211;1614432;1993;10;19;2;16;27;15;16;8;28;1;208;16;27;15;19;10;1993;2
8213;1614541;1993;10;19;2;16;29;4;12;8;28;1;209;16;29;4;19;10;1993;2
8214;1614560;1993;10;19;2;16;29;23;15;8;28;1;210;16;29;23;19;10;1993;2
8215;1614579;1993;10;19;2;16;29;42;14;8;28;1;211;16;29;42;19;10;1993;2
8216;1614634;1993;10;19;2;16;30;37;15;16;28;1;211;16;30;37;19;10;1993;2
8217;1614657;1993;10;19;2;16;31;0;128;16;39;2;212;16;31;0;19;10;1993;2
8218;1614923;1993;10;19;2;16;35;26;79;4;22;1;100;16;35;26;19;10;1993;2
8220;1614972;1993;10;19;2;16;36;15;3;16;28;1;211;16;36;15;19;10;1993;2
8221;1614974;1993;10;19;2;16;36;17;22;1;39;2;56;16;36;17;19;10;1993;2
8222;1614996;1993;10;19;2;16;36;39;16;8;28;1;213;16;36;39;19;10;1993;2
8223;1615039;1993;10;19;2;16;37;22;21;1;39;2;214;16;37;22;19;10;1993;2
8224;1615053;1993;10;19;2;16;37;36;79;8;22;1;100;16;37;36;19;10;1993;2
8225;1615220;1993;10;19;2;16;40;23;4431;64;42;1;215;16;40;23;19;10;1993;2
8226;1615579;1993;10;19;2;16;46;22;15;1;4;1;4;16;46;22;19;10;1993;2
8227;1615580;1993;10;19;2;16;46;23;116;32;1;1;-1;16;46;23;19;10;1993;2
8233;1616023;1993;10;19;2;16;53;46;990;32;1;1;-1;16;53;46;19;10;1993;2
8240;1617399;1993;10;19;2;17;16;42;16;1;4;1;4;17;16;42;19;10;1993;2
8242;1617481;1993;10;19;2;17;18;4;1668;32;4;1;3;17;18;4;19;10;1993;2
8243;1617676;1993;10;19;2;17;21;19;0;1;4;1;4;17;21;19;19;10;1993;2
8251;1619108;1993;10;19;2;17;45;11;19;1;13;1;36;17;45;11;19;10;1993;2
8252;1619132;1993;10;19;2;17;45;35;8;1;4;1;4;17;45;35;19;10;1993;2
8253;1619151;1993;10;19;2;17;45;54;7;1;4;1;4;17;45;54;19;10;1993;2
8254;1619199;1993;10;19;2;17;46;42;1514;32;4;1;3;17;46;42;19;10;1993;2
8255;1619302;1993;10;19;2;17;48;25;1419;32;10;1;10;17;48;25;19;10;1993;2
8257;1619861;1993;10;19;2;17;57;44;7;1;4;1;4;17;57;44;19;10;1993;2
8258;1620023;1993;10;19;2;18;0;26;25;1;13;1;36;18;0;26;19;10;1993;2
8260;1620187;1993;10;19;2;18;3;10;26;1;13;1;36;18;3;10;19;10;1993;2
8262;1620300;1993;10;19;2;18;5;3;18;1;9;2;9;18;5;3;19;10;1993;2
8263;1620311;1993;10;19;2;18;5;14;13;1;4;1;4;18;5;14;19;10;1993;2
8265;1620367;1993;10;19;2;18;6;10;31;1;13;1;36;18;6;10;19;10;1993;2
8268;1620693;1993;10;19;2;18;11;36;165;64;12;2;14;18;11;36;19;10;1993;2
8269;1620716;1993;10;19;2;18;11;59;19;1;4;1;4;18;11;59;19;10;1993;2
8270;1620745;1993;10;19;2;18;12;28;11;1;4;1;4;18;12;28;19;10;1993;2
8271;1620994;1993;10;19;2;18;16;37;2482;32;4;1;3;18;16;37;19;10;1993;2
8272;1621209;1993;10;19;2;18;20;12;221;32;12;2;14;18;20;12;19;10;1993;2
8273;1621424;1993;10;19;2;18;23;47;11;1;4;1;4;18;23;47;19;10;1993;2
8274;1621842;1993;10;19;2;18;30;45;167;32;10;1;10;18;30;45;19;10;1993;2
8275;1622335;1993;10;19;2;18;38;58;336;32;10;1;10;18;38;58;19;10;1993;2
8276;1622704;1993;10;19;2;18;45;7;278;32;10;1;10;18;45;7;19;10;1993;2
8277;1623016;1993;10;19;2;18;50;19;149;32;10;1;10;18;50;19;19;10;1993;2
8278;1623202;1993;10;19;2;18;53;25;83;32;10;1;10;18;53;25;19;10;1993;2
8279;1623353;1993;10;19;2;18;55;56;123;32;10;1;10;18;55;56;19;10;1993;2
8280;1630435;1993;10;19;2;20;53;58;4791;64;18;1;-1;20;53;58;19;10;1993;2
8281;1630435;1993;10;19;2;20;53;58;10926;64;4;1;-1;20;53;58;19;10;1993;2
8285;1636303;1993;10;19;2;22;31;46;29;64;42;1;215;22;31;46;19;10;1993;2
