job_number;submit_time;year;month;day;day_of_week;hour;minute;second;runtime;nodes_alloc;user;user_group;executable_num;hours;minutes;seconds;month.1;month.2;year.1;day_of_week.1
1;0;1993;10;1;5;0;0;3;1451;128;1;1;-1;0;0;3;1;10;1993;5
2;1460;1993;10;1;5;0;24;23;3726;128;1;1;-1;0;24;23;1;10;1993;5
3;5198;1993;10;1;5;1;26;41;1067;128;1;1;-1;1;26;41;1;10;1993;5
4;6269;1993;10;1;5;1;44;32;10927;128;2;1;-1;1;44;32;1;10;1993;5
5;17201;1993;10;1;5;4;46;44;2927;128;1;1;-1;4;46;44;1;10;1993;5
57;25574;1993;10;1;5;7;6;17;10;1;4;1;2;7;6;17;1;10;1993;5
59;26613;1993;10;1;5;7;23;36;716;32;4;1;3;7;23;36;1;10;1993;5
60;27331;1993;10;1;5;7;35;34;7;1;4;1;4;7;35;34;1;10;1993;5
61;27968;1993;10;1;5;7;46;11;69;2;5;2;5;7;46;11;1;10;1993;5
62;27989;1993;10;1;5;7;46;32;9;1;6;1;6;7;46;32;1;10;1993;5
63;28043;1993;10;1;5;7;47;26;9;1;6;1;6;7;47;26;1;10;1993;5
65;28255;1993;10;1;5;7;50;58;884;1;6;1;6;7;50;58;1;10;1993;5
72;29539;1993;10;1;5;8;12;22;75;32;4;1;3;8;12;22;1;10;1993;5
74;29616;1993;10;1;5;8;13;39;15;1;4;1;4;8;13;39;1;10;1993;5
76;30304;1993;10;1;5;8;25;7;176;32;4;1;3;8;25;7;1;10;1993;5
77;30542;1993;10;1;5;8;29;5;160;32;4;1;3;8;29;5;1;10;1993;5
80;30931;1993;10;1;5;8;35;34;229;32;4;1;3;8;35;34;1;10;1993;5
85;31316;1993;10;1;5;8;41;59;54;4;7;1;7;8;41;59;1;10;1993;5
86;31345;1993;10;1;5;8;42;28;237;32;4;1;3;8;42;28;1;10;1993;5
87;31658;1993;10;1;5;8;47;41;49;4;7;1;7;8;47;41;1;10;1993;5
89;31823;1993;10;1;5;8;50;26;104;32;4;1;3;8;50;26;1;10;1993;5
90;31829;1993;10;1;5;8;50;32;57;4;7;1;7;8;50;32;1;10;1993;5
91;31888;1993;10;1;5;8;51;31;19;16;8;1;8;8;51;31;1;10;1993;5
92;31929;1993;10;1;5;8;52;12;7;1;4;1;4;8;52;12;1;10;1993;5
93;32058;1993;10;1;5;8;54;21;181;32;4;1;3;8;54;21;1;10;1993;5
95;32289;1993;10;1;5;8;58;12;143;32;4;1;3;8;58;12;1;10;1993;5
96;32435;1993;10;1;5;9;0;38;7;1;4;1;4;9;0;38;1;10;1993;5
97;32463;1993;10;1;5;9;1;6;59;4;7;1;7;9;1;6;1;10;1993;5
98;32513;1993;10;1;5;9;1;56;4034;16;8;1;8;9;1;56;1;10;1993;5
102;32702;1993;10;1;5;9;5;5;14;1;9;2;9;9;5;5;1;10;1993;5
104;32974;1993;10;1;5;9;9;37;51;4;7;1;7;9;9;37;1;10;1993;5
106;33114;1993;10;1;5;9;11;57;10;1;4;1;4;9;11;57;1;10;1993;5
107;33200;1993;10;1;5;9;13;23;52;4;7;1;7;9;13;23;1;10;1993;5
109;33656;1993;10;1;5;9;20;59;147;32;4;1;3;9;20;59;1;10;1993;5
110;33806;1993;10;1;5;9;23;29;19;1;4;1;4;9;23;29;1;10;1993;5
111;33820;1993;10;1;5;9;23;43;60;4;7;1;7;9;23;43;1;10;1993;5
115;34421;1993;10;1;5;9;33;44;21;4;5;2;5;9;33;44;1;10;1993;5
117;34471;1993;10;1;5;9;34;34;200;32;4;1;3;9;34;34;1;10;1993;5
119;34546;1993;10;1;5;9;35;49;35;4;5;2;5;9;35;49;1;10;1993;5
121;34673;1993;10;1;5;9;37;56;8;1;4;1;4;9;37;56;1;10;1993;5
122;34856;1993;10;1;5;9;40;59;732;32;4;1;3;9;40;59;1;10;1993;5
124;35269;1993;10;1;5;9;47;52;7;1;4;1;4;9;47;52;1;10;1993;5
126;35572;1993;10;1;5;9;52;55;63;4;7;1;7;9;52;55;1;10;1993;5
127;35593;1993;10;1;5;9;53;16;10;1;4;1;4;9;53;16;1;10;1993;5
128;35663;1993;10;1;5;9;54;26;727;32;4;1;3;9;54;26;1;10;1993;5
133;36027;1993;10;1;5;10;0;30;53;4;7;1;7;10;0;30;1;10;1993;5
135;36149;1993;10;1;5;10;2;32;120;32;10;1;10;10;2;32;1;10;1993;5
136;36204;1993;10;1;5;10;3;27;133;16;11;1;11;10;3;27;1;10;1993;5
137;36396;1993;10;1;5;10;6;39;8;1;4;1;4;10;6;39;1;10;1993;5
138;36451;1993;10;1;5;10;7;34;166;32;4;1;3;10;7;34;1;10;1993;5
140;36641;1993;10;1;5;10;10;44;785;32;4;1;3;10;10;44;1;10;1993;5
141;36709;1993;10;1;5;10;11;52;151;16;11;1;11;10;11;52;1;10;1993;5
142;36716;1993;10;1;5;10;11;59;290;4;7;1;7;10;11;59;1;10;1993;5
143;36718;1993;10;1;5;10;12;1;5057;16;8;1;8;10;12;1;1;10;1993;5
144;36965;1993;10;1;5;10;16;8;593;32;10;1;10;10;16;8;1;10;1993;5
146;37087;1993;10;1;5;10;18;10;123;16;11;1;11;10;18;10;1;10;1993;5
147;37304;1993;10;1;5;10;21;47;152;16;11;1;11;10;21;47;1;10;1993;5
150;37436;1993;10;1;5;10;23;59;29;1;4;1;4;10;23;59;1;10;1993;5
151;37439;1993;10;1;5;10;24;2;71;4;7;1;7;10;24;2;1;10;1993;5
154;37562;1993;10;1;5;10;26;5;136;32;10;1;10;10;26;5;1;10;1993;5
155;37701;1993;10;1;5;10;28;24;172;32;10;1;10;10;28;24;1;10;1993;5
156;37826;1993;10;1;5;10;30;29;69;4;7;1;7;10;30;29;1;10;1993;5
157;37877;1993;10;1;5;10;31;20;566;32;10;1;10;10;31;20;1;10;1993;5
159;37905;1993;10;1;5;10;31;48;807;32;4;1;3;10;31;48;1;10;1993;5
160;38147;1993;10;1;5;10;35;50;70;4;7;1;7;10;35;50;1;10;1993;5
162;38445;1993;10;1;5;10;40;48;4750;32;10;1;10;10;40;48;1;10;1993;5
163;38716;1993;10;1;5;10;45;19;7;1;4;1;4;10;45;19;1;10;1993;5
170;40045;1993;10;1;5;11;7;28;3;1;2;1;9;11;7;28;1;10;1993;5
172;40336;1993;10;1;5;11;12;19;748;32;4;1;3;11;12;19;1;10;1993;5
173;40393;1993;10;1;5;11;13;16;78;4;7;1;7;11;13;16;1;10;1993;5
175;40730;1993;10;1;5;11;18;53;68;4;7;1;7;11;18;53;1;10;1993;5
176;40770;1993;10;1;5;11;19;33;9;1;4;1;4;11;19;33;1;10;1993;5
178;41017;1993;10;1;5;11;23;40;64;4;7;1;7;11;23;40;1;10;1993;5
180;41088;1993;10;1;5;11;24;51;16;1;4;1;4;11;24;51;1;10;1993;5
183;41252;1993;10;1;5;11;27;35;206;32;4;1;3;11;27;35;1;10;1993;5
184;41391;1993;10;1;5;11;29;54;74;4;7;1;7;11;29;54;1;10;1993;5
186;41502;1993;10;1;5;11;31;45;260;32;4;1;-1;11;31;45;1;10;1993;5
187;41598;1993;10;1;5;11;33;21;138;4;5;2;5;11;33;21;1;10;1993;5
188;41759;1993;10;1;5;11;36;2;24;4;5;2;5;11;36;2;1;10;1993;5
189;41861;1993;10;1;5;11;37;44;37;8;5;2;5;11;37;44;1;10;1993;5
190;42024;1993;10;1;5;11;40;27;4;1;5;2;9;11;40;27;1;10;1993;5
191;42064;1993;10;1;5;11;41;7;4;1;5;2;12;11;41;7;1;10;1993;5
192;42072;1993;10;1;5;11;41;15;4;1;5;2;12;11;41;15;1;10;1993;5
194;42432;1993;10;1;5;11;47;15;14;32;5;2;11;11;47;15;1;10;1993;5
195;42451;1993;10;1;5;11;47;34;23;4;5;2;11;11;47;34;1;10;1993;5
197;42545;1993;10;1;5;11;49;8;19;4;5;2;13;11;49;8;1;10;1993;5
198;42602;1993;10;1;5;11;50;5;54;4;5;2;13;11;50;5;1;10;1993;5
199;42632;1993;10;1;5;11;50;35;500;32;4;1;-1;11;50;35;1;10;1993;5
200;42670;1993;10;1;5;11;51;13;355;8;5;2;13;11;51;13;1;10;1993;5
202;42912;1993;10;1;5;11;55;15;235;32;12;2;14;11;55;15;1;10;1993;5
205;43044;1993;10;1;5;11;57;27;4;16;11;1;11;11;57;27;1;10;1993;5
207;43072;1993;10;1;5;11;57;55;29;16;11;1;11;11;57;55;1;10;1993;5
209;43137;1993;10;1;5;11;59;0;159;16;11;1;11;11;59;0;1;10;1993;5
210;43180;1993;10;1;5;11;59;43;1342;32;4;1;-1;11;59;43;1;10;1993;5
211;43212;1993;10;1;5;12;0;15;594;8;5;2;13;12;0;15;1;10;1993;5
212;43326;1993;10;1;5;12;2;9;5;1;5;2;9;12;2;9;1;10;1993;5
213;43394;1993;10;1;5;12;3;17;1641;16;8;1;8;12;3;17;1;10;1993;5
214;43398;1993;10;1;5;12;3;21;134;16;11;1;11;12;3;21;1;10;1993;5
215;43507;1993;10;1;5;12;5;10;21;1;13;1;15;12;5;10;1;10;1993;5
217;43685;1993;10;1;5;12;8;8;134;16;11;1;11;12;8;8;1;10;1993;5
218;43701;1993;10;1;5;12;8;24;23;1;13;1;15;12;8;24;1;10;1993;5
219;43812;1993;10;1;5;12;10;15;80;8;5;2;13;12;10;15;1;10;1993;5
220;43912;1993;10;1;5;12;11;55;126;16;11;1;11;12;11;55;1;10;1993;5
221;43934;1993;10;1;5;12;12;17;5;1;5;2;12;12;12;17;1;10;1993;5
222;43941;1993;10;1;5;12;12;24;80;1;5;2;12;12;12;24;1;10;1993;5
223;44117;1993;10;1;5;12;15;20;135;16;11;1;11;12;15;20;1;10;1993;5
225;44316;1993;10;1;5;12;18;39;89;16;11;1;11;12;18;39;1;10;1993;5
226;44367;1993;10;1;5;12;19;30;8;1;4;1;4;12;19;30;1;10;1993;5
227;44445;1993;10;1;5;12;20;48;590;16;11;1;11;12;20;48;1;10;1993;5
230;44542;1993;10;1;5;12;22;25;493;32;4;1;-1;12;22;25;1;10;1993;5
232;44576;1993;10;1;5;12;22;59;459;32;10;1;10;12;22;59;1;10;1993;5
234;44804;1993;10;1;5;12;26;47;27;1;13;1;15;12;26;47;1;10;1993;5
236;46158;1993;10;1;5;12;49;21;16;1;4;1;4;12;49;21;1;10;1993;5
237;46167;1993;10;1;5;12;49;30;13;1;6;1;6;12;49;30;1;10;1993;5
238;46210;1993;10;1;5;12;50;13;485;32;4;1;-1;12;50;13;1;10;1993;5
239;46211;1993;10;1;5;12;50;14;935;1;6;1;6;12;50;14;1;10;1993;5
242;46461;1993;10;1;5;12;54;24;754;1;14;2;9;12;54;24;1;10;1993;5
244;46546;1993;10;1;5;12;55;49;488;32;10;1;10;12;55;49;1;10;1993;5
247;46726;1993;10;1;5;12;58;49;651;32;4;1;-1;12;58;49;1;10;1993;5
248;47039;1993;10;1;5;13;4;2;424;32;10;1;10;13;4;2;1;10;1993;5
250;47245;1993;10;1;5;13;7;28;923;1;14;2;16;13;7;28;1;10;1993;5
251;47395;1993;10;1;5;13;9;58;2860;32;4;1;-1;13;9;58;1;10;1993;5
252;47475;1993;10;1;5;13;11;18;180;32;10;1;10;13;11;18;1;10;1993;5
253;47691;1993;10;1;5;13;14;54;155;32;10;1;10;13;14;54;1;10;1993;5
255;47966;1993;10;1;5;13;19;29;4472;32;10;1;10;13;19;29;1;10;1993;5
261;48720;1993;10;1;5;13;32;3;8;1;2;1;9;13;32;3;1;10;1993;5
263;49003;1993;10;1;5;13;36;46;9;1;4;1;4;13;36;46;1;10;1993;5
264;49208;1993;10;1;5;13;40;11;12;1;12;2;17;13;40;11;1;10;1993;5
266;49623;1993;10;1;5;13;47;6;13;1;4;1;4;13;47;6;1;10;1993;5
272;50054;1993;10;1;5;13;54;17;106;4;7;1;7;13;54;17;1;10;1993;5
274;50369;1993;10;1;5;13;59;32;362;32;4;1;3;13;59;32;1;10;1993;5
275;50739;1993;10;1;5;14;5;42;1125;32;4;1;-1;14;5;42;1;10;1993;5
277;50905;1993;10;1;5;14;8;28;12;1;12;2;17;14;8;28;1;10;1993;5
280;51171;1993;10;1;5;14;12;54;522;32;7;1;10;14;12;54;1;10;1993;5
281;51189;1993;10;1;5;14;13;12;17;1;4;1;4;14;13;12;1;10;1993;5
283;51238;1993;10;1;5;14;14;1;454;4;7;1;18;14;14;1;1;10;1993;5
284;51268;1993;10;1;5;14;14;31;4;1;2;1;9;14;14;31;1;10;1993;5
286;51310;1993;10;1;5;14;15;13;44;4;15;1;19;14;15;13;1;10;1993;5
287;51332;1993;10;1;5;14;15;35;21;2;15;1;20;14;15;35;1;10;1993;5
289;51500;1993;10;1;5;14;18;23;3;1;2;1;9;14;18;23;1;10;1993;5
290;51751;1993;10;1;5;14;22;34;83;32;7;1;10;14;22;34;1;10;1993;5
291;51818;1993;10;1;5;14;23;41;6;4;7;1;18;14;23;41;1;10;1993;5
293;51853;1993;10;1;5;14;24;16;175;32;7;1;10;14;24;16;1;10;1993;5
294;51921;1993;10;1;5;14;25;24;108;4;7;1;18;14;25;24;1;10;1993;5
295;51932;1993;10;1;5;14;25;35;222;32;4;1;-1;14;25;35;1;10;1993;5
296;52128;1993;10;1;5;14;28;51;11;1;4;1;4;14;28;51;1;10;1993;5
297;52174;1993;10;1;5;14;29;37;372;32;4;1;-1;14;29;37;1;10;1993;5
299;52615;1993;10;1;5;14;36;58;922;32;4;1;-1;14;36;58;1;10;1993;5
304;52889;1993;10;1;5;14;41;32;6;64;12;2;14;14;41;32;1;10;1993;5
305;52912;1993;10;1;5;14;41;55;12;1;12;2;1;14;41;55;1;10;1993;5
307;52949;1993;10;1;5;14;42;32;3;64;12;2;14;14;42;32;1;10;1993;5
308;52985;1993;10;1;5;14;43;8;219;32;12;2;14;14;43;8;1;10;1993;5
309;53019;1993;10;1;5;14;43;42;38;64;12;2;1;14;43;42;1;10;1993;5
310;53073;1993;10;1;5;14;44;36;39;64;12;2;1;14;44;36;1;10;1993;5
311;53127;1993;10;1;5;14;45;30;142;1;12;2;1;14;45;30;1;10;1993;5
312;53129;1993;10;1;5;14;45;32;103;1;4;1;4;14;45;32;1;10;1993;5
313;53246;1993;10;1;5;14;47;29;60;1;4;1;4;14;47;29;1;10;1993;5
314;53326;1993;10;1;5;14;48;49;11;1;4;1;4;14;48;49;1;10;1993;5
315;53328;1993;10;1;5;14;48;51;24;1;12;2;1;14;48;51;1;10;1993;5
316;53374;1993;10;1;5;14;49;37;3;64;12;2;1;14;49;37;1;10;1993;5
318;53472;1993;10;1;5;14;51;15;71;32;12;2;11;14;51;15;1;10;1993;5
319;53590;1993;10;1;5;14;53;13;3;64;14;2;11;14;53;13;1;10;1993;5
320;54127;1993;10;1;5;15;2;10;11;1;4;1;4;15;2;10;1;10;1993;5
321;54151;1993;10;1;5;15;2;34;2689;32;4;1;-1;15;2;34;1;10;1993;5
327;54595;1993;10;1;5;15;9;58;12;1;4;1;4;15;9;58;1;10;1993;5
328;54673;1993;10;1;5;15;11;16;161;64;12;2;14;15;11;16;1;10;1993;5
331;54885;1993;10;1;5;15;14;48;220;32;12;2;14;15;14;48;1;10;1993;5
332;54889;1993;10;1;5;15;14;52;253;64;16;2;21;15;14;52;1;10;1993;5
333;55252;1993;10;1;5;15;20;55;1268;32;7;1;10;15;20;55;1;10;1993;5
334;55313;1993;10;1;5;15;21;56;1207;4;7;1;18;15;21;56;1;10;1993;5
336;55612;1993;10;1;5;15;26;55;9;1;4;1;4;15;26;55;1;10;1993;5
338;56204;1993;10;1;5;15;36;47;9;1;4;1;4;15;36;47;1;10;1993;5
339;56706;1993;10;1;5;15;45;9;287;32;7;1;10;15;45;9;1;10;1993;5
340;56769;1993;10;1;5;15;46;12;224;4;7;1;18;15;46;12;1;10;1993;5
341;57078;1993;10;1;5;15;51;21;294;32;7;1;10;15;51;21;1;10;1993;5
342;57140;1993;10;1;5;15;52;23;232;4;7;1;18;15;52;23;1;10;1993;5
343;57412;1993;10;1;5;15;56;55;115;32;4;1;-1;15;56;55;1;10;1993;5
344;57863;1993;10;1;5;16;4;26;183;32;4;1;-1;16;4;26;1;10;1993;5
345;58126;1993;10;1;5;16;8;49;2683;32;4;1;-1;16;8;49;1;10;1993;5
346;58762;1993;10;1;5;16;19;25;101;4;7;1;7;16;19;25;1;10;1993;5
347;59334;1993;10;1;5;16;28;57;12;1;4;1;4;16;28;57;1;10;1993;5
348;59618;1993;10;1;5;16;33;41;12;1;4;1;2;16;33;41;1;10;1993;5
349;60189;1993;10;1;5;16;43;12;10;1;4;1;4;16;43;12;1;10;1993;5
350;60520;1993;10;1;5;16;48;43;7;1;4;1;4;16;48;43;1;10;1993;5
351;61042;1993;10;1;5;16;57;25;247;64;16;2;21;16;57;25;1;10;1993;5
352;61049;1993;10;1;5;16;57;32;286;32;4;1;-1;16;57;32;1;10;1993;5
353;61418;1993;10;1;5;17;3;41;243;64;16;2;21;17;3;41;1;10;1993;5
354;61496;1993;10;1;5;17;4;59;895;32;4;1;-1;17;4;59;1;10;1993;5
355;61686;1993;10;1;5;17;8;9;221;64;16;2;21;17;8;9;1;10;1993;5
356;62660;1993;10;1;5;17;24;23;2674;32;4;1;-1;17;24;23;1;10;1993;5
357;65100;1993;10;1;5;18;5;3;11;1;9;2;9;18;5;3;1;10;1993;5
373;72005;1993;10;1;5;20;0;8;9078;32;4;1;-1;20;0;8;1;10;1993;5
379;81088;1993;10;1;5;22;31;31;10925;128;17;1;-1;22;31;31;1;10;1993;5
380;92020;1993;10;2;6;1;33;43;6959;16;8;1;-1;1;33;43;2;10;1993;6
417;102247;1993;10;2;6;4;24;10;4;1;14;2;1;4;24;10;2;10;1993;6
501;119099;1993;10;2;6;9;5;2;9;1;9;2;9;9;5;2;2;10;1993;6
507;119642;1993;10;2;6;9;14;5;8;1;4;1;2;9;14;5;2;10;1993;6
524;124269;1993;10;2;6;10;31;12;8;1;2;1;9;10;31;12;2;10;1993;6
532;125455;1993;10;2;6;10;50;58;19761;16;8;1;8;10;50;58;2;10;1993;6
618;145195;1993;10;2;6;16;19;58;15;1;12;2;17;16;19;58;2;10;1993;6
619;145220;1993;10;2;6;16;20;23;16;128;12;2;-1;16;20;23;2;10;1993;6
621;145531;1993;10;2;6;16;25;34;107;128;12;2;14;16;25;34;2;10;1993;6
630;154804;1993;10;2;6;19;0;7;96;128;12;2;14;19;0;7;2;10;1993;6
633;155847;1993;10;2;6;19;17;30;393;128;1;1;22;19;17;30;2;10;1993;6
634;156282;1993;10;2;6;19;24;45;127;32;1;1;22;19;24;45;2;10;1993;6
641;157108;1993;10;2;6;19;38;31;176;64;1;1;22;19;38;31;2;10;1993;6
642;157454;1993;10;2;6;19;44;17;164;128;1;1;22;19;44;17;2;10;1993;6
643;157733;1993;10;2;6;19;48;56;112;32;1;1;22;19;48;56;2;10;1993;6
644;157899;1993;10;2;6;19;51;42;130;64;1;1;22;19;51;42;2;10;1993;6
650;158270;1993;10;2;6;19;57;53;103;32;1;1;22;19;57;53;2;10;1993;6
651;158407;1993;10;2;6;20;0;10;801;16;8;1;-1;20;0;10;2;10;1993;6
652;158539;1993;10;2;6;20;2;22;136;64;1;1;22;20;2;22;2;10;1993;6
654;158976;1993;10;2;6;20;9;39;118;64;1;1;22;20;9;39;2;10;1993;6
656;159123;1993;10;2;6;20;12;6;90;64;1;1;22;20;12;6;2;10;1993;6
657;159217;1993;10;2;6;20;13;40;9627;128;2;1;-1;20;13;40;2;10;1993;6
658;168848;1993;10;2;6;22;54;11;0;128;1;1;-1;22;54;11;2;10;1993;6
659;179781;1993;10;3;7;1;56;24;0;64;1;1;-1;1;56;24;3;10;1993;0
669;183531;1993;10;3;7;2;58;54;0;128;18;1;-1;2;58;54;3;10;1993;0
670;184502;1993;10;3;7;3;15;5;0;128;1;1;-1;3;15;5;3;10;1993;0
671;185400;1993;10;3;7;3;30;3;0;128;18;1;-1;3;30;3;3;10;1993;0
672;187722;1993;10;3;7;4;8;45;70;128;18;1;-1;4;8;45;3;10;1993;0
673;187796;1993;10;3;7;4;9;59;641;128;1;1;-1;4;9;59;3;10;1993;0
739;204541;1993;10;3;7;8;49;4;78;32;1;1;22;8;49;4;3;10;1993;0
740;204621;1993;10;3;7;8;50;24;84;32;1;1;22;8;50;24;3;10;1993;0
741;204707;1993;10;3;7;8;51;50;91;32;1;1;22;8;51;50;3;10;1993;0
744;204799;1993;10;3;7;8;53;22;84;32;1;1;22;8;53;22;3;10;1993;0
746;204885;1993;10;3;7;8;54;48;89;32;1;1;22;8;54;48;3;10;1993;0
748;204976;1993;10;3;7;8;56;19;82;32;1;1;22;8;56;19;3;10;1993;0
750;205059;1993;10;3;7;8;57;42;103;32;1;1;22;8;57;42;3;10;1993;0
751;205165;1993;10;3;7;8;59;28;102;32;1;1;22;8;59;28;3;10;1993;0
752;205269;1993;10;3;7;9;1;12;102;32;1;1;22;9;1;12;3;10;1993;0
753;205373;1993;10;3;7;9;2;56;103;32;1;1;22;9;2;56;3;10;1993;0
755;205499;1993;10;3;7;9;5;2;11;1;9;2;9;9;5;2;3;10;1993;0
770;209027;1993;10;3;7;10;3;50;196;16;8;1;8;10;3;50;3;10;1993;0
772;209381;1993;10;3;7;10;9;44;2429;16;8;1;8;10;9;44;3;10;1993;0
878;233469;1993;10;3;7;16;51;12;134;1;19;1;23;16;51;12;3;10;1993;0
886;234787;1993;10;3;7;17;13;10;135;32;4;1;3;17;13;10;3;10;1993;0
887;234924;1993;10;3;7;17;15;27;17;32;4;1;4;17;15;27;3;10;1993;0
889;235535;1993;10;3;7;17;25;38;247;32;4;1;3;17;25;38;3;10;1993;0
891;235949;1993;10;3;7;17;32;32;185;32;4;1;3;17;32;32;3;10;1993;0
898;237093;1993;10;3;7;17;51;36;153;32;4;1;3;17;51;36;3;10;1993;0
900;237247;1993;10;3;7;17;54;10;14;32;4;1;4;17;54;10;3;10;1993;0
901;237286;1993;10;3;7;17;54;49;19;1;4;1;2;17;54;49;3;10;1993;0
907;237802;1993;10;3;7;18;3;25;143;32;4;1;3;18;3;25;3;10;1993;0
908;237900;1993;10;3;7;18;5;3;14;1;9;2;9;18;5;3;3;10;1993;0
909;237947;1993;10;3;7;18;5;50;20;32;4;1;4;18;5;50;3;10;1993;0
910;237950;1993;10;3;7;18;5;53;9;1;4;1;2;18;5;53;3;10;1993;0
919;239820;1993;10;3;7;18;37;3;141;32;4;1;3;18;37;3;3;10;1993;0
920;239963;1993;10;3;7;18;39;26;17;32;4;1;4;18;39;26;3;10;1993;0
921;240036;1993;10;3;7;18;40;39;152;32;4;1;3;18;40;39;3;10;1993;0
922;240190;1993;10;3;7;18;43;13;19;32;4;1;4;18;43;13;3;10;1993;0
924;240319;1993;10;3;7;18;45;22;252;32;4;1;3;18;45;22;3;10;1993;0
931;241575;1993;10;3;7;19;6;18;208;32;4;1;3;19;6;18;3;10;1993;0
933;241854;1993;10;3;7;19;10;57;235;32;4;1;3;19;10;57;3;10;1993;0
938;242281;1993;10;3;7;19;18;4;172;32;4;1;3;19;18;4;3;10;1993;0
942;243491;1993;10;3;7;19;38;14;297;32;4;1;3;19;38;14;3;10;1993;0
950;244806;1993;10;3;7;20;0;9;9089;32;4;1;-1;20;0;9;3;10;1993;0
998;253899;1993;10;3;7;22;31;42;3037;128;18;1;-1;22;31;42;3;10;1993;0
999;256940;1993;10;3;7;23;22;23;9764;128;2;1;-1;23;22;23;3;10;1993;0
1000;266709;1993;10;4;1;2;5;12;9141;32;4;1;-1;2;5;12;4;10;1993;1
1001;266712;1993;10;4;1;2;5;15;1465;16;8;1;-1;2;5;15;4;10;1993;1
1025;271998;1993;10;4;1;3;33;21;8;2;20;1;24;3;33;21;4;10;1993;1
1026;272013;1993;10;4;1;3;33;36;5;2;20;1;24;3;33;36;4;10;1993;1
1027;272022;1993;10;4;1;3;33;45;5;2;20;1;24;3;33;45;4;10;1993;1
1028;272030;1993;10;4;1;3;33;53;8;2;20;1;24;3;33;53;4;10;1993;1
1033;272285;1993;10;4;1;3;38;8;304;2;20;1;24;3;38;8;4;10;1993;1
1042;274132;1993;10;4;1;4;8;55;8;2;20;1;24;4;8;55;4;10;1993;1
1044;274279;1993;10;4;1;4;11;22;9;2;20;1;24;4;11;22;4;10;1993;1
1045;274462;1993;10;4;1;4;14;25;7;2;20;1;24;4;14;25;4;10;1993;1
1046;274564;1993;10;4;1;4;16;7;6;2;20;1;24;4;16;7;4;10;1993;1
1047;274676;1993;10;4;1;4;17;59;11;2;20;1;24;4;17;59;4;10;1993;1
1050;275093;1993;10;4;1;4;24;56;15;2;20;1;24;4;24;56;4;10;1993;1
1053;275186;1993;10;4;1;4;26;29;9;2;20;1;24;4;26;29;4;10;1993;1
1057;275933;1993;10;4;1;4;38;56;11;2;20;1;24;4;38;56;4;10;1993;1
1059;276247;1993;10;4;1;4;44;10;15;2;20;1;24;4;44;10;4;10;1993;1
1064;276685;1993;10;4;1;4;51;28;10;2;20;1;24;4;51;28;4;10;1993;1
1066;276930;1993;10;4;1;4;55;33;7;2;20;1;24;4;55;33;4;10;1993;1
1081;279644;1993;10;4;1;5;40;47;7;1;4;1;2;5;40;47;4;10;1993;1
1087;280995;1993;10;4;1;6;3;18;270;32;4;1;3;6;3;18;4;10;1993;1
1090;281267;1993;10;4;1;6;7;50;17;32;4;1;4;6;7;50;4;10;1993;1
1091;281405;1993;10;4;1;6;10;8;1248;32;4;1;3;6;10;8;4;10;1993;1
1099;282654;1993;10;4;1;6;30;57;21;32;4;1;4;6;30;57;4;10;1993;1
1100;282758;1993;10;4;1;6;32;41;4654;64;4;1;3;6;32;41;4;10;1993;1
1102;283065;1993;10;4;1;6;37;48;21;1;5;2;5;6;37;48;4;10;1993;1
1103;283113;1993;10;4;1;6;38;36;20;1;5;2;5;6;38;36;4;10;1993;1
1104;283191;1993;10;4;1;6;39;54;56;1;5;2;5;6;39;54;4;10;1993;1
1105;283435;1993;10;4;1;6;43;58;46;2;5;2;5;6;43;58;4;10;1993;1
1107;283540;1993;10;4;1;6;45;43;3;1;5;2;12;6;45;43;4;10;1993;1
1108;283678;1993;10;4;1;6;48;1;23;1;5;2;5;6;48;1;4;10;1993;1
1109;283721;1993;10;4;1;6;48;44;227;1;5;2;5;6;48;44;4;10;1993;1
1116;284742;1993;10;4;1;7;5;45;38;1;5;2;5;7;5;45;4;10;1993;1
1117;284828;1993;10;4;1;7;7;11;21;1;5;2;5;7;7;11;4;10;1993;1
1121;285276;1993;10;4;1;7;14;39;192;1;5;2;5;7;14;39;4;10;1993;1
1127;286695;1993;10;4;1;7;38;18;280;1;5;2;11;7;38;18;4;10;1993;1
1133;287317;1993;10;4;1;7;48;40;11;1;4;1;4;7;48;40;4;10;1993;1
1134;287469;1993;10;4;1;7;51;12;814;64;4;1;3;7;51;12;4;10;1993;1
1135;287715;1993;10;4;1;7;55;18;24;1;5;2;5;7;55;18;4;10;1993;1
1136;288141;1993;10;4;1;8;2;24;908;16;21;1;-1;8;2;24;4;10;1993;1
1137;288399;1993;10;4;1;8;6;42;45;1;5;2;5;8;6;42;4;10;1993;1
1138;288452;1993;10;4;1;8;7;35;8666;64;4;1;3;8;7;35;4;10;1993;1
1139;288479;1993;10;4;1;8;8;2;30;1;5;2;5;8;8;2;4;10;1993;1
1140;290368;1993;10;4;1;8;39;31;4;1;2;1;9;8;39;31;4;10;1993;1
1141;290405;1993;10;4;1;8;40;8;2;1;2;1;9;8;40;8;4;10;1993;1
1144;291911;1993;10;4;1;9;5;14;13;1;9;2;9;9;5;14;4;10;1993;1
1147;292776;1993;10;4;1;9;19;39;0;16;8;1;8;9;19;39;4;10;1993;1
1150;292914;1993;10;4;1;9;21;57;450;32;16;2;21;9;21;57;4;10;1993;1
