job_number,start_time,wait_time,runtime,nodes_alloc,cpu_used,mem_used,proc_req,time_req,mem_req,status,user,user_group,executable_num,queue_num,partition,prev_job,think_time,hours,minutes,seconds,month,month,year,day_of_week,,starting_minutes,,nós alloc por 10 min,runtime 10 min,intervalos 10 min,,,,10 min utilizado,,10 min com 128 nos
10904,2057571,-1,182,1,-1,-1,-1,-1,-1,-1,43,1,224,-1,-1,-1,-1,19,32,54,24,10,1993,0,,34292.85,3430,303,4798,4997,5,78,,,,
10905,2057573,-1,181,1,-1,-1,-1,-1,-1,-1,43,1,225,-1,-1,-1,-1,19,32,56,24,10,1993,0,,34292.88333,3430,303,4798,4998,1,32,,,,
10906,2057574,-1,180,2,-1,-1,-1,-1,-1,-1,43,1,226,-1,-1,-1,-1,19,32,57,24,10,1993,0,,34292.9,3430,303,4798,4999,7,106,,,,
10907,2057576,-1,178,8,-1,-1,-1,-1,-1,-1,43,1,266,-1,-1,-1,-1,19,32,59,24,10,1993,0,,34292.93333,3430,303,4798,5000,3,68,,,,
10908,2057579,-1,176,32,-1,-1,-1,-1,-1,-1,43,1,267,-1,-1,-1,-1,19,33,2,24,10,1993,0,,34292.98333,3430,303,4798,5001,4,76,,,,
10909,2057582,-1,173,16,-1,-1,-1,-1,-1,-1,43,1,268,-1,-1,-1,-1,19,33,5,24,10,1993,0,,34293.03333,3430,303,4798,5002,0,0,,,,
10910,2057761,-1,271,32,-1,-1,-1,-1,-1,-1,43,1,221,-1,-1,-1,-1,19,36,4,24,10,1993,0,,34296.01667,3430,303,4798,5003,2,40,,,,
10911,2057766,-1,266,1,-1,-1,-1,-1,-1,-1,43,1,222,-1,-1,-1,-1,19,36,9,24,10,1993,0,,34296.1,3430,303,4798,5004,3,68,,,,
10912,2057768,-1,264,8,-1,-1,-1,-1,-1,-1,43,1,223,-1,-1,-1,-1,19,36,11,24,10,1993,0,,34296.13333,3430,303,4798,5005,4,69,,,,
10913,2057769,-1,260,1,-1,-1,-1,-1,-1,-1,43,1,224,-1,-1,-1,-1,19,36,12,24,10,1993,0,,34296.15,3430,303,4798,5006,2,33,,,,
10914,2057772,-1,257,1,-1,-1,-1,-1,-1,-1,43,1,225,-1,-1,-1,-1,19,36,15,24,10,1993,0,,34296.2,3430,303,4798,5007,1,8,,,,
10915,2057775,-1,254,2,-1,-1,-1,-1,-1,-1,43,1,226,-1,-1,-1,-1,19,36,18,24,10,1993,0,,34296.25,3430,303,4798,5008,6,109,,,,
10916,2057783,-1,247,8,-1,-1,-1,-1,-1,-1,43,1,266,-1,-1,-1,-1,19,36,26,24,10,1993,0,,34296.38333,3430,303,4798,5009,4,100,,,,
10917,2057785,-1,246,32,-1,-1,-1,-1,-1,-1,43,1,267,-1,-1,-1,-1,19,36,28,24,10,1993,0,,34296.41667,3430,303,4798,5010,7,172,,,,
10918,2057787,-1,244,16,-1,-1,-1,-1,-1,-1,43,1,268,-1,-1,-1,-1,19,36,30,24,10,1993,0,,34296.45,3430,303,4798,5011,6,113,,,,
10919,2058033,-1,309,32,-1,-1,-1,-1,-1,-1,43,1,221,-1,-1,-1,-1,19,40,36,24,10,1993,0,,34300.55,3431,202,13304,5012,5,67,,,,
10920,2058035,-1,308,1,-1,-1,-1,-1,-1,-1,43,1,222,-1,-1,-1,-1,19,40,38,24,10,1993,0,,34300.58333,3431,202,13304,5013,7,38,,,,
10921,2058037,-1,306,8,-1,-1,-1,-1,-1,-1,43,1,223,-1,-1,-1,-1,19,40,40,24,10,1993,0,,34300.61667,3431,202,13304,5014,6,40,,,,
10922,2058038,-1,301,1,-1,-1,-1,-1,-1,-1,43,1,224,-1,-1,-1,-1,19,40,41,24,10,1993,0,,34300.63333,3431,202,13304,5015,0,0,,,,
10923,2058041,-1,299,1,-1,-1,-1,-1,-1,-1,43,1,225,-1,-1,-1,-1,19,40,44,24,10,1993,0,,34300.68333,3431,202,13304,5016,1,32,,,,
10924,2058042,-1,298,2,-1,-1,-1,-1,-1,-1,43,1,226,-1,-1,-1,-1,19,40,45,24,10,1993,0,,34300.7,3431,202,13304,5017,10,177,,,,
10925,2058045,-1,296,8,-1,-1,-1,-1,-1,-1,43,1,266,-1,-1,-1,-1,19,40,48,24,10,1993,0,,34300.75,3431,202,13304,5018,5,76,,,,
10926,2058047,-1,294,32,-1,-1,-1,-1,-1,-1,43,1,267,-1,-1,-1,-1,19,40,50,24,10,1993,0,,34300.78333,3431,202,13304,5019,2,36,,,,
10927,2058049,-1,293,16,-1,-1,-1,-1,-1,-1,43,1,268,-1,-1,-1,-1,19,40,52,24,10,1993,0,,34300.81667,3431,202,13304,5020,4,72,,,,
10928,2058344,-1,1188,32,-1,-1,-1,-1,-1,-1,43,1,221,-1,-1,-1,-1,19,45,47,24,10,1993,0,,34305.73333,3431,202,13304,5021,0,0,,,,
10929,2058346,-1,1187,1,-1,-1,-1,-1,-1,-1,43,1,222,-1,-1,-1,-1,19,45,49,24,10,1993,0,,34305.76667,3431,202,13304,5022,0,0,,,,
10930,2058348,-1,1185,8,-1,-1,-1,-1,-1,-1,43,1,223,-1,-1,-1,-1,19,45,51,24,10,1993,0,,34305.8,3431,202,13304,5023,0,0,,,,
10931,2058350,-1,1180,1,-1,-1,-1,-1,-1,-1,43,1,224,-1,-1,-1,-1,19,45,53,24,10,1993,0,,34305.83333,3431,202,13304,5024,0,0,,,,
10932,2058353,-1,1177,1,-1,-1,-1,-1,-1,-1,43,1,225,-1,-1,-1,-1,19,45,56,24,10,1993,0,,34305.88333,3431,202,13304,5025,0,0,,,,
10934,2058355,-1,1176,2,-1,-1,-1,-1,-1,-1,43,1,226,-1,-1,-1,-1,19,45,58,24,10,1993,0,,34305.91667,3431,202,13304,5026,0,0,,,,
10935,2058360,-1,1172,8,-1,-1,-1,-1,-1,-1,43,1,266,-1,-1,-1,-1,19,46,3,24,10,1993,0,,34306,3431,202,13304,5027,0,0,,,,
10936,2058363,-1,1169,32,-1,-1,-1,-1,-1,-1,43,1,267,-1,-1,-1,-1,19,46,6,24,10,1993,0,,34306.05,3431,202,13304,5028,0,0,,,,
10937,2058365,-1,1166,16,-1,-1,-1,-1,-1,-1,43,1,268,-1,-1,-1,-1,19,46,8,24,10,1993,0,,34306.08333,3431,202,13304,5029,0,0,,,,
10938,2059542,-1,327,32,-1,-1,-1,-1,-1,-1,43,1,221,-1,-1,-1,-1,20,5,45,24,10,1993,0,,34325.7,3433,101,2881,5030,0,0,,,,
10939,2059544,-1,326,1,-1,-1,-1,-1,-1,-1,43,1,222,-1,-1,-1,-1,20,5,47,24,10,1993,0,,34325.73333,3433,101,2881,5031,0,0,,,,
10940,2059546,-1,324,8,-1,-1,-1,-1,-1,-1,43,1,223,-1,-1,-1,-1,20,5,49,24,10,1993,0,,34325.76667,3433,101,2881,5032,0,0,,,,
10941,2059547,-1,324,1,-1,-1,-1,-1,-1,-1,43,1,224,-1,-1,-1,-1,20,5,50,24,10,1993,0,,34325.78333,3433,101,2881,5033,0,0,,,,
10942,2059549,-1,322,1,-1,-1,-1,-1,-1,-1,43,1,225,-1,-1,-1,-1,20,5,52,24,10,1993,0,,34325.81667,3433,101,2881,5034,0,0,,,,
10943,2059551,-1,320,2,-1,-1,-1,-1,-1,-1,43,1,226,-1,-1,-1,-1,20,5,54,24,10,1993,0,,34325.85,3433,101,2881,5035,0,0,,,,
10944,2059553,-1,315,8,-1,-1,-1,-1,-1,-1,43,1,266,-1,-1,-1,-1,20,5,56,24,10,1993,0,,34325.88333,3433,101,2881,5036,0,0,,,,
10945,2059555,-1,314,32,-1,-1,-1,-1,-1,-1,43,1,267,-1,-1,-1,-1,20,5,58,24,10,1993,0,,34325.91667,3433,101,2881,5037,0,0,,,,
10946,2059560,-1,309,16,-1,-1,-1,-1,-1,-1,43,1,268,-1,-1,-1,-1,20,6,3,24,10,1993,0,,34326,3433,101,2881,5038,0,0,,,,
10947,2059907,-1,169,32,-1,-1,-1,-1,-1,-1,43,1,221,-1,-1,-1,-1,20,11,50,24,10,1993,0,,34331.78333,3434,229,10250,5039,0,0,,,,
10948,2059909,-1,167,1,-1,-1,-1,-1,-1,-1,43,1,222,-1,-1,-1,-1,20,11,52,24,10,1993,0,,34331.81667,3434,229,10250,5040,0,0,,,,
10949,2059911,-1,166,8,-1,-1,-1,-1,-1,-1,43,1,223,-1,-1,-1,-1,20,11,54,24,10,1993,0,,34331.85,3434,229,10250,5041,0,0,,,,
10950,2059913,-1,164,1,-1,-1,-1,-1,-1,-1,43,1,224,-1,-1,-1,-1,20,11,56,24,10,1993,0,,34331.88333,3434,229,10250,5042,0,0,,,,
10951,2059915,-1,162,1,-1,-1,-1,-1,-1,-1,43,1,225,-1,-1,-1,-1,20,11,58,24,10,1993,0,,34331.91667,3434,229,10250,5043,0,0,,,,
10952,2059919,-1,155,2,-1,-1,-1,-1,-1,-1,43,1,226,-1,-1,-1,-1,20,12,2,24,10,1993,0,,34331.98333,3434,229,10250,5044,0,0,,,,
10953,2059922,-1,152,8,-1,-1,-1,-1,-1,-1,43,1,266,-1,-1,-1,-1,20,12,5,24,10,1993,0,,34332.03333,3434,229,10250,5045,0,0,,,,
10954,2059924,-1,151,32,-1,-1,-1,-1,-1,-1,43,1,267,-1,-1,-1,-1,20,12,7,24,10,1993,0,,34332.06667,3434,229,10250,5046,0,0,,,,
10955,2059926,-1,149,16,-1,-1,-1,-1,-1,-1,43,1,268,-1,-1,-1,-1,20,12,9,24,10,1993,0,,34332.1,3434,229,10250,5047,0,0,,,,
10956,2060101,-1,8815,128,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,20,15,4,24,10,1993,0,,34335.01667,3434,229,10250,5048,0,0,,,,
10957,2068923,-1,3725,16,-1,-1,-1,-1,-1,-1,28,1,-1,-1,-1,-1,-1,22,42,6,24,10,1993,0,,34482.05,3449,96,24104,5049,0,0,,,,
10958,2068925,-1,10924,16,-1,-1,-1,-1,-1,-1,28,1,-1,-1,-1,-1,-1,22,42,8,24,10,1993,0,,34482.08333,3449,96,24104,5050,0,0,,,,
10959,2068926,-1,9455,64,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,22,42,9,24,10,1993,0,,34482.1,3449,96,24104,5051,0,0,,,,
10960,2069491,-1,3,32,-1,-1,-1,-1,-1,-1,43,1,221,-1,-1,-1,-1,22,51,34,24,10,1993,0,,34491.51667,3450,32,3,5052,0,0,,,,
10970,2078386,-1,9369,64,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,1,19,49,25,10,1993,1,,34639.76667,3464,64,9369,5053,0,0,,,,
11013,2087950,-1,11303,32,-1,-1,-1,-1,-1,-1,43,1,221,-1,-1,-1,-1,3,59,13,25,10,1993,1,,34799.16667,3480,101,101717,5054,0,0,,,,
11014,2087951,-1,11311,1,-1,-1,-1,-1,-1,-1,43,1,222,-1,-1,-1,-1,3,59,14,25,10,1993,1,,34799.18333,3480,101,101717,5055,0,0,,,,
11015,2087953,-1,11309,8,-1,-1,-1,-1,-1,-1,43,1,223,-1,-1,-1,-1,3,59,16,25,10,1993,1,,34799.21667,3480,101,101717,5056,0,0,,,,
11016,2087955,-1,11302,1,-1,-1,-1,-1,-1,-1,43,1,224,-1,-1,-1,-1,3,59,18,25,10,1993,1,,34799.25,3480,101,101717,5057,0,0,,,,
11017,2087957,-1,11301,1,-1,-1,-1,-1,-1,-1,43,1,225,-1,-1,-1,-1,3,59,20,25,10,1993,1,,34799.28333,3480,101,101717,5058,0,0,,,,
11018,2087959,-1,11299,2,-1,-1,-1,-1,-1,-1,43,1,226,-1,-1,-1,-1,3,59,22,25,10,1993,1,,34799.31667,3480,101,101717,5059,1,64,,,,
11019,2087961,-1,11298,8,-1,-1,-1,-1,-1,-1,43,1,266,-1,-1,-1,-1,3,59,24,25,10,1993,1,,34799.35,3480,101,101717,5060,0,0,,,,
11020,2087962,-1,11297,32,-1,-1,-1,-1,-1,-1,43,1,267,-1,-1,-1,-1,3,59,25,25,10,1993,1,,34799.36667,3480,101,101717,5061,0,0,,,,
11021,2087964,-1,11297,16,-1,-1,-1,-1,-1,-1,43,1,268,-1,-1,-1,-1,3,59,27,25,10,1993,1,,34799.4,3480,101,101717,5062,0,0,,,,
11022,2099472,-1,5544,64,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,7,11,15,25,10,1993,1,,34991.2,3500,64,5544,5063,0,0,,,,
11034,2101862,-1,159,64,-1,-1,-1,-1,-1,-1,12,2,14,-1,-1,-1,-1,7,51,5,25,10,1993,1,,35031.03333,3504,64,159,5064,0,0,,,,
11035,2102971,-1,1404,1,-1,-1,-1,-1,-1,-1,22,1,150,-1,-1,-1,-1,8,9,34,25,10,1993,1,,35049.51667,3505,1,1404,5065,0,0,,,,
11036,2103176,-1,282,2,-1,-1,-1,-1,-1,-1,38,2,71,-1,-1,-1,-1,8,12,59,25,10,1993,1,,35052.93333,3506,5,610,5066,0,0,,,,
11037,2103491,-1,317,2,-1,-1,-1,-1,-1,-1,38,2,71,-1,-1,-1,-1,8,18,14,25,10,1993,1,,35058.18333,3506,5,610,5067,0,0,,,,
11038,2103534,-1,11,1,-1,-1,-1,-1,-1,-1,5,2,9,-1,-1,-1,-1,8,18,57,25,10,1993,1,,35058.9,3506,5,610,5068,0,0,,,,
11039,2103623,-1,32,1,-1,-1,-1,-1,-1,-1,46,1,284,-1,-1,-1,-1,8,20,26,25,10,1993,1,,35060.38333,3507,5,442,5069,0,0,,,,
11040,2103699,-1,32,1,-1,-1,-1,-1,-1,-1,46,1,284,-1,-1,-1,-1,8,21,42,25,10,1993,1,,35061.65,3507,5,442,5070,0,0,,,,
11041,2103860,-1,373,2,-1,-1,-1,-1,-1,-1,38,2,71,-1,-1,-1,-1,8,24,23,25,10,1993,1,,35064.33333,3507,5,442,5071,0,0,,,,
11042,2103966,-1,5,1,-1,-1,-1,-1,-1,-1,5,2,9,-1,-1,-1,-1,8,26,9,25,10,1993,1,,35066.1,3507,5,442,5072,0,0,,,,
11043,2104263,-1,467,4,-1,-1,-1,-1,-1,-1,38,2,71,-1,-1,-1,-1,8,31,6,25,10,1993,1,,35071.05,3508,12,2189,5073,0,0,,,,
11045,2104750,-1,1722,8,-1,-1,-1,-1,-1,-1,38,2,71,-1,-1,-1,-1,8,39,13,25,10,1993,1,,35079.16667,3508,12,2189,5074,0,0,,,,
11046,2105077,-1,816,64,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,44,40,25,10,1993,1,,35084.61667,3509,64,816,5075,0,0,,,,
11051,2106066,-1,1324,16,-1,-1,-1,-1,-1,-1,28,1,-1,-1,-1,-1,-1,9,1,9,25,10,1993,1,,35101.1,3511,129,8353,5076,0,0,,,,
11052,2106157,-1,15,16,-1,-1,-1,-1,-1,-1,28,1,-1,-1,-1,-1,-1,9,2,40,25,10,1993,1,,35102.61667,3511,129,8353,5077,0,0,,,,
11053,2106225,-1,3723,16,-1,-1,-1,-1,-1,-1,28,1,-1,-1,-1,-1,-1,9,3,48,25,10,1993,1,,35103.75,3511,129,8353,5078,1,1,,,,
11054,2106303,-1,18,1,-1,-1,-1,-1,-1,-1,9,2,9,-1,-1,-1,-1,9,5,6,25,10,1993,1,,35105.05,3511,129,8353,5079,0,0,,,,
11055,2106357,-1,1155,64,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,9,6,0,25,10,1993,1,,35105.95,3511,129,8353,5080,0,0,,,,
11058,2106511,-1,2118,16,-1,-1,-1,-1,-1,-1,38,2,71,-1,-1,-1,-1,9,8,34,25,10,1993,1,,35108.51667,3511,129,8353,5081,0,0,,,,
11062,2107705,-1,4793,64,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,9,28,28,25,10,1993,1,,35128.41667,3513,64,4793,5082,1,1,,,,
11068,2108659,-1,269,2,-1,-1,-1,-1,-1,-1,38,2,71,-1,-1,-1,-1,9,44,22,25,10,1993,1,,35144.31667,3515,4,1015,5083,1,1,,,,
11070,2108973,-1,746,2,-1,-1,-1,-1,-1,-1,38,2,71,-1,-1,-1,-1,9,49,36,25,10,1993,1,,35149.55,3515,4,1015,5084,1,1,,,,
11071,2109025,-1,56,1,-1,-1,-1,-1,-1,-1,46,1,61,-1,-1,-1,-1,9,50,28,25,10,1993,1,,35150.41667,3516,3,655,5085,0,0,,,,
11072,2109129,-1,37,1,-1,-1,-1,-1,-1,-1,46,1,285,-1,-1,-1,-1,9,52,12,25,10,1993,1,,35152.15,3516,3,655,5086,2,2,,,,
11073,2109179,-1,562,1,-1,-1,-1,-1,-1,-1,46,1,61,-1,-1,-1,-1,9,53,2,25,10,1993,1,,35152.98333,3516,3,655,5087,0,0,,,,
11076,2109711,-1,153,8,-1,-1,-1,-1,-1,-1,5,2,11,-1,-1,-1,-1,10,1,54,25,10,1993,1,,35161.85,3517,20,495,5088,0,0,,,,
11077,2109734,-1,5,1,-1,-1,-1,-1,-1,-1,5,2,9,-1,-1,-1,-1,10,2,17,25,10,1993,1,,35162.23333,3517,20,495,5089,0,0,,,,
11079,2109792,-1,7,1,-1,-1,-1,-1,-1,-1,5,2,9,-1,-1,-1,-1,10,3,15,25,10,1993,1,,35163.2,3517,20,495,5090,3,73,,,,
11080,2109838,-1,18,1,-1,-1,-1,-1,-1,-1,5,2,9,-1,-1,-1,-1,10,4,1,25,10,1993,1,,35163.96667,3517,20,495,5091,4,88,,,,
11082,2109873,-1,279,4,-1,-1,-1,-1,-1,-1,5,2,5,-1,-1,-1,-1,10,4,36,25,10,1993,1,,35164.55,3517,20,495,5092,2,16,,,,
11083,2109922,-1,8,1,-1,-1,-1,-1,-1,-1,5,2,9,-1,-1,-1,-1,10,5,25,25,10,1993,1,,35165.36667,3517,20,495,5093,0,0,,,,
11085,2109963,-1,8,1,-1,-1,-1,-1,-1,-1,5,2,9,-1,-1,-1,-1,10,6,6,25,10,1993,1,,35166.05,3517,20,495,5094,1,8,,,,
11087,2110062,-1,1,1,-1,-1,-1,-1,-1,-1,5,2,9,-1,-1,-1,-1,10,7,45,25,10,1993,1,,35167.7,3517,20,495,5095,2,16,,,,
11088,2110082,-1,11,1,-1,-1,-1,-1,-1,-1,5,2,9,-1,-1,-1,-1,10,8,5,25,10,1993,1,,35168.03333,3517,20,495,5096,2,16,,,,
11089,2110120,-1,5,1,-1,-1,-1,-1,-1,-1,5,2,9,-1,-1,-1,-1,10,8,43,25,10,1993,1,,35168.66667,3517,20,495,5097,1,8,,,,
11090,2110441,-1,79,1,-1,-1,-1,-1,-1,-1,46,1,61,-1,-1,-1,-1,10,14,4,25,10,1993,1,,35174.01667,3518,4,2020,5098,2,16,,,,
11091,2110460,-1,11,1,-1,-1,-1,-1,-1,-1,5,2,12,-1,-1,-1,-1,10,14,23,25,10,1993,1,,35174.33333,3518,4,2020,5099,0,0,,,,
11093,2110516,-1,8,1,-1,-1,-1,-1,-1,-1,5,2,12,-1,-1,-1,-1,10,15,19,25,10,1993,1,,35175.26667,3518,4,2020,5100,0,0,,,,
11094,2110678,-1,1922,1,-1,-1,-1,-1,-1,-1,46,1,61,-1,-1,-1,-1,10,18,1,25,10,1993,1,,35177.96667,3518,4,2020,5101,1,1,,,,
11102,2112365,-1,13,32,-1,-1,-1,-1,-1,-1,43,1,221,-1,-1,-1,-1,10,46,8,25,10,1993,1,,35206.08333,3521,213,4080,5102,1,2,,,,
11103,2112367,-1,12,1,-1,-1,-1,-1,-1,-1,43,1,222,-1,-1,-1,-1,10,46,10,25,10,1993,1,,35206.11667,3521,213,4080,5103,2,3,,,,
11104,2112369,-1,10,8,-1,-1,-1,-1,-1,-1,43,1,223,-1,-1,-1,-1,10,46,12,25,10,1993,1,,35206.15,3521,213,4080,5104,0,0,,,,
11105,2112370,-1,10,1,-1,-1,-1,-1,-1,-1,43,1,224,-1,-1,-1,-1,10,46,13,25,10,1993,1,,35206.16667,3521,213,4080,5105,1,1,,,,
11106,2112372,-1,8,1,-1,-1,-1,-1,-1,-1,43,1,225,-1,-1,-1,-1,10,46,15,25,10,1993,1,,35206.2,3521,213,4080,5106,1,32,,,,
11107,2112374,-1,6,2,-1,-1,-1,-1,-1,-1,43,1,226,-1,-1,-1,-1,10,46,17,25,10,1993,1,,35206.23333,3521,213,4080,5107,2,33,,,,
11108,2112376,-1,2,8,-1,-1,-1,-1,-1,-1,43,1,266,-1,-1,-1,-1,10,46,19,25,10,1993,1,,35206.26667,3521,213,4080,5108,5,169,,,,
11109,2112408,-1,24,32,-1,-1,-1,-1,-1,-1,43,1,221,-1,-1,-1,-1,10,46,51,25,10,1993,1,,35206.8,3521,213,4080,5109,0,0,,,,
11110,2112411,-1,21,1,-1,-1,-1,-1,-1,-1,43,1,222,-1,-1,-1,-1,10,46,54,25,10,1993,1,,35206.85,3521,213,4080,5110,1,32,,,,
11111,2112413,-1,19,8,-1,-1,-1,-1,-1,-1,43,1,223,-1,-1,-1,-1,10,46,56,25,10,1993,1,,35206.88333,3521,213,4080,5111,1,8,,,,
11112,2112415,-1,18,1,-1,-1,-1,-1,-1,-1,43,1,224,-1,-1,-1,-1,10,46,58,25,10,1993,1,,35206.91667,3521,213,4080,5112,2,40,,,,
11113,2112417,-1,16,1,-1,-1,-1,-1,-1,-1,43,1,225,-1,-1,-1,-1,10,47,0,25,10,1993,1,,35206.95,3521,213,4080,5113,1,32,,,,
11114,2112422,-1,12,2,-1,-1,-1,-1,-1,-1,43,1,226,-1,-1,-1,-1,10,47,5,25,10,1993,1,,35207.03333,3521,213,4080,5114,0,0,,,,
11115,2112427,-1,4,8,-1,-1,-1,-1,-1,-1,43,1,266,-1,-1,-1,-1,10,47,10,25,10,1993,1,,35207.11667,3521,213,4080,5115,2,40,,,,
11116,2112472,-1,3722,16,-1,-1,-1,-1,-1,-1,28,1,-1,-1,-1,-1,-1,10,47,55,25,10,1993,1,,35207.86667,3521,213,4080,5116,0,0,,,,
11117,2112513,-1,32,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,10,48,36,25,10,1993,1,,35208.55,3521,213,4080,5117,2,36,,,,
11118,2112521,-1,29,32,-1,-1,-1,-1,-1,-1,43,1,221,-1,-1,-1,-1,10,48,44,25,10,1993,1,,35208.68333,3521,213,4080,5118,2,8,,,,
11119,2112528,-1,23,1,-1,-1,-1,-1,-1,-1,43,1,222,-1,-1,-1,-1,10,48,51,25,10,1993,1,,35208.8,3521,213,4080,5119,4,48,,,,
11120,2112570,-1,0,16,-1,-1,-1,-1,-1,-1,28,1,77,-1,-1,-1,-1,10,49,33,25,10,1993,1,,35209.5,3521,213,4080,5120,2,8,,,,
11121,2112587,-1,38,32,-1,-1,-1,-1,-1,-1,43,1,221,-1,-1,-1,-1,10,49,50,25,10,1993,1,,35209.78333,3521,213,4080,5121,0,0,,,,
11122,2112591,-1,31,1,-1,-1,-1,-1,-1,-1,43,1,222,-1,-1,-1,-1,10,49,54,25,10,1993,1,,35209.85,3521,213,4080,5122,1,32,,,,
11123,2112594,-1,30,8,-1,-1,-1,-1,-1,-1,43,1,223,-1,-1,-1,-1,10,49,57,25,10,1993,1,,35209.9,3521,213,4080,5123,3,12,,,,
11124,2112604,-1,20,1,-1,-1,-1,-1,-1,-1,43,1,224,-1,-1,-1,-1,10,50,7,25,10,1993,1,,35210.06667,3522,7,666,5124,3,41,,,,
11125,2112611,-1,14,1,-1,-1,-1,-1,-1,-1,43,1,225,-1,-1,-1,-1,10,50,14,25,10,1993,1,,35210.18333,3522,7,666,5125,2,64,,,,
11126,2112614,-1,177,1,-1,-1,-1,-1,-1,-1,46,1,61,-1,-1,-1,-1,10,50,17,25,10,1993,1,,35210.23333,3522,7,666,5126,1,32,,,,
11127,2112618,-1,5,2,-1,-1,-1,-1,-1,-1,43,1,226,-1,-1,-1,-1,10,50,21,25,10,1993,1,,35210.3,3522,7,666,5127,3,100,,,,
11129,2112807,-1,195,1,-1,-1,-1,-1,-1,-1,46,1,61,-1,-1,-1,-1,10,53,30,25,10,1993,1,,35213.45,3522,7,666,5128,0,0,,,,
11132,2113148,-1,255,1,-1,-1,-1,-1,-1,-1,46,1,61,-1,-1,-1,-1,10,59,11,25,10,1993,1,,35219.13333,3522,7,666,5129,1,64,,,,
11135,2113493,-1,302,1,-1,-1,-1,-1,-1,-1,46,1,61,-1,-1,-1,-1,11,4,56,25,10,1993,1,,35224.88333,3523,1,302,5130,1,32,,,,
11137,2113831,-1,30,1,-1,-1,-1,-1,-1,-1,46,1,61,-1,-1,-1,-1,11,10,34,25,10,1993,1,,35230.51667,3524,1,30,5131,0,0,,,,
11140,2114492,-1,2515,64,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,11,21,35,25,10,1993,1,,35241.53333,3525,64,2515,5132,1,64,,,,
11147,2116175,-1,101,4,-1,-1,-1,-1,-1,-1,8,1,286,-1,-1,-1,-1,11,49,38,25,10,1993,1,,35269.58333,3527,4,101,5133,3,72,,,,
11149,2116576,-1,211,4,-1,-1,-1,-1,-1,-1,8,1,286,-1,-1,-1,-1,11,56,19,25,10,1993,1,,35276.26667,3528,4,211,5134,1,32,,,,
11151,2116909,-1,136,4,-1,-1,-1,-1,-1,-1,8,1,286,-1,-1,-1,-1,12,1,52,25,10,1993,1,,35281.81667,3529,61,1952,5135,4,69,,,,
11152,2116941,-1,0,16,-1,-1,-1,-1,-1,-1,28,1,-1,-1,-1,-1,-1,12,2,24,25,10,1993,1,,35282.35,3529,61,1952,5136,0,0,,,,
11153,2116967,-1,1325,16,-1,-1,-1,-1,-1,-1,28,1,-1,-1,-1,-1,-1,12,2,50,25,10,1993,1,,35282.78333,3529,61,1952,5137,2,40,,,,
11154,2117021,-1,39,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,12,3,44,25,10,1993,1,,35283.68333,3529,61,1952,5138,0,0,,,,
11155,2117024,-1,0,16,-1,-1,-1,-1,-1,-1,28,1,-1,-1,-1,-1,-1,12,3,47,25,10,1993,1,,35283.73333,3529,61,1952,5139,0,0,,,,
11157,2117130,-1,141,4,-1,-1,-1,-1,-1,-1,8,1,286,-1,-1,-1,-1,12,5,33,25,10,1993,1,,35285.5,3529,61,1952,5140,0,0,,,,
11161,2117356,-1,311,4,-1,-1,-1,-1,-1,-1,8,1,286,-1,-1,-1,-1,12,9,19,25,10,1993,1,,35289.26667,3529,61,1952,5141,2,96,,,,
11163,2117781,-1,537,4,-1,-1,-1,-1,-1,-1,8,1,286,-1,-1,-1,-1,12,16,24,25,10,1993,1,,35296.35,3530,36,537,5142,2,36,,,,
11164,2117860,-1,0,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,12,17,43,25,10,1993,1,,35297.66667,3530,36,537,5143,2,40,,,,
11165,2118191,-1,61,16,-1,-1,-1,-1,-1,-1,35,1,287,-1,-1,-1,-1,12,23,14,25,10,1993,1,,35303.18333,3531,16,61,5144,1,1,,,,
11171,2118876,-1,60,16,-1,-1,-1,-1,-1,-1,35,1,287,-1,-1,-1,-1,12,34,39,25,10,1993,1,,35314.6,3532,16,60,5145,1,32,,,,
11174,2121009,-1,503,16,-1,-1,-1,-1,-1,-1,28,1,-1,-1,-1,-1,-1,13,10,12,25,10,1993,1,,35350.15,3536,168,6193,5146,0,0,,,,
11175,2121010,-1,3719,16,-1,-1,-1,-1,-1,-1,28,1,-1,-1,-1,-1,-1,13,10,13,25,10,1993,1,,35350.16667,3536,168,6193,5147,0,0,,,,
11176,2121050,-1,31,32,-1,-1,-1,-1,-1,-1,43,1,221,-1,-1,-1,-1,13,10,53,25,10,1993,1,,35350.83333,3536,168,6193,5148,5,102,,,,
