job_number,start_time,wait_time,runtime,nodes_alloc,cpu_used,mem_used,proc_req,time_req,mem_req,status,user,user_group,executable_num,queue_num,partition,prev_job,think_time,hours,minutes,seconds,month,month,year,day_of_week,,starting_minutes,,nós alloc por 10 min,runtime 10 min,intervalos 10 min,,,,10 min utilizado,,10 min com 128 nos
1,0,-1,1451,128,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0,0,3,1,10,1993,5,,0,0,0,0,0,1,0,,7996,,
2,1460,-1,3726,128,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0,24,23,1,10,1993,5,,24.33333333,3,128,3726,1,0,0,,,,383
3,5198,-1,1067,128,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,26,41,1,10,1993,5,,86.63333333,9,128,1067,2,0,0,,0.603517247,,0.028907842
4,6269,-1,10927,128,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,1,44,32,1,10,1993,5,,104.4833333,11,128,10927,3,1,128,,,,
5,17201,-1,2927,128,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,4,46,44,1,10,1993,5,,286.6833333,29,128,2927,4,0,0,,,,
57,25574,-1,10,1,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,-1,-1,7,6,17,1,10,1993,5,,426.2333333,43,1,10,5,0,0,,0.396482753,,
59,26613,-1,716,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,7,23,36,1,10,1993,5,,443.55,45,32,716,6,0,0,,,,
60,27331,-1,7,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,7,35,34,1,10,1993,5,,455.5166667,46,1,7,7,0,0,,,,
61,27968,-1,69,2,-1,-1,-1,-1,-1,-1,5,2,5,-1,-1,-1,-1,7,46,11,1,10,1993,5,,466.1333333,47,4,87,8,0,0,,,,
62,27989,-1,9,1,-1,-1,-1,-1,-1,-1,6,1,6,-1,-1,-1,-1,7,46,32,1,10,1993,5,,466.4833333,47,4,87,9,1,128,,,,
63,28043,-1,9,1,-1,-1,-1,-1,-1,-1,6,1,6,-1,-1,-1,-1,7,47,26,1,10,1993,5,,467.3833333,47,4,87,10,0,0,,,,
65,28255,-1,884,1,-1,-1,-1,-1,-1,-1,6,1,6,-1,-1,-1,-1,7,50,58,1,10,1993,5,,470.9166667,48,1,884,11,1,128,,,,
72,29539,-1,75,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,12,22,1,10,1993,5,,492.3166667,50,33,90,12,0,0,,,,
74,29616,-1,15,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,8,13,39,1,10,1993,5,,493.6,50,33,90,13,0,0,,,,
76,30304,-1,176,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,25,7,1,10,1993,5,,505.0666667,51,64,336,14,0,0,,,,
77,30542,-1,160,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,29,5,1,10,1993,5,,509.0333333,51,64,336,15,0,0,,,,
80,30931,-1,229,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,35,34,1,10,1993,5,,515.5166667,52,32,229,16,0,0,,,,
85,31316,-1,54,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,8,41,59,1,10,1993,5,,521.9333333,53,40,340,17,0,0,,,,
86,31345,-1,237,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,42,28,1,10,1993,5,,522.4166667,53,40,340,18,0,0,,,,
87,31658,-1,49,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,8,47,41,1,10,1993,5,,527.6333333,53,40,340,19,0,0,,,,
89,31823,-1,104,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,50,26,1,10,1993,5,,530.3833333,54,117,511,20,0,0,,,,
90,31829,-1,57,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,8,50,32,1,10,1993,5,,530.4833333,54,117,511,21,0,0,,,,
91,31888,-1,19,16,-1,-1,-1,-1,-1,-1,8,1,8,-1,-1,-1,-1,8,51,31,1,10,1993,5,,531.4666667,54,117,511,22,0,0,,,,
92,31929,-1,7,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,8,52,12,1,10,1993,5,,532.15,54,117,511,23,0,0,,,,
93,32058,-1,181,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,54,21,1,10,1993,5,,534.3,54,117,511,24,0,0,,,,
95,32289,-1,143,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,8,58,12,1,10,1993,5,,538.15,54,117,511,25,0,0,,,,
96,32435,-1,7,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,9,0,38,1,10,1993,5,,540.5833333,55,26,4165,26,0,0,,,,
97,32463,-1,59,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,9,1,6,1,10,1993,5,,541.05,55,26,4165,27,0,0,,,,
98,32513,-1,4034,16,-1,-1,-1,-1,-1,-1,8,1,8,-1,-1,-1,-1,9,1,56,1,10,1993,5,,541.8833333,55,26,4165,28,0,0,,,,
102,32702,-1,14,1,-1,-1,-1,-1,-1,-1,9,2,9,-1,-1,-1,-1,9,5,5,1,10,1993,5,,545.0333333,55,26,4165,29,1,128,,,,
104,32974,-1,51,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,9,9,37,1,10,1993,5,,549.5666667,55,26,4165,30,0,0,,,,
106,33114,-1,10,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,9,11,57,1,10,1993,5,,551.9,56,5,62,31,0,0,,,,
107,33200,-1,52,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,9,13,23,1,10,1993,5,,553.3333333,56,5,62,32,0,0,,,,
109,33656,-1,147,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,9,20,59,1,10,1993,5,,560.9333333,57,37,226,33,0,0,,,,
110,33806,-1,19,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,9,23,29,1,10,1993,5,,563.4333333,57,37,226,34,0,0,,,,
111,33820,-1,60,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,9,23,43,1,10,1993,5,,563.6666667,57,37,226,35,0,0,,,,
115,34421,-1,21,4,-1,-1,-1,-1,-1,-1,5,2,5,-1,-1,-1,-1,9,33,44,1,10,1993,5,,573.6833333,58,41,264,36,0,0,,,,
117,34471,-1,200,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,9,34,34,1,10,1993,5,,574.5166667,58,41,264,37,0,0,,,,
119,34546,-1,35,4,-1,-1,-1,-1,-1,-1,5,2,5,-1,-1,-1,-1,9,35,49,1,10,1993,5,,575.7666667,58,41,264,38,0,0,,,,
121,34673,-1,8,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,9,37,56,1,10,1993,5,,577.8833333,58,41,264,39,0,0,,,,
122,34856,-1,732,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,9,40,59,1,10,1993,5,,580.9333333,59,33,739,40,0,0,,,,
124,35269,-1,7,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,9,47,52,1,10,1993,5,,587.8166667,59,33,739,41,0,0,,,,
126,35572,-1,63,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,9,52,55,1,10,1993,5,,592.8666667,60,37,800,42,0,0,,,,
127,35593,-1,10,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,9,53,16,1,10,1993,5,,593.2166667,60,37,800,43,1,1,,,,
128,35663,-1,727,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,9,54,26,1,10,1993,5,,594.3833333,60,37,800,44,0,0,,,,
133,36027,-1,53,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,10,0,30,1,10,1993,5,,600.45,61,85,480,45,1,32,,,,
135,36149,-1,120,32,-1,-1,-1,-1,-1,-1,10,1,10,-1,-1,-1,-1,10,2,32,1,10,1993,5,,602.4833333,61,85,480,46,1,1,,,,
136,36204,-1,133,16,-1,-1,-1,-1,-1,-1,11,1,11,-1,-1,-1,-1,10,3,27,1,10,1993,5,,603.4,61,85,480,47,3,4,,,,
137,36396,-1,8,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,10,6,39,1,10,1993,5,,606.6,61,85,480,48,1,1,,,,
138,36451,-1,166,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,10,7,34,1,10,1993,5,,607.5166667,61,85,480,49,0,0,,,,
140,36641,-1,785,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,10,10,44,1,10,1993,5,,610.6833333,62,116,6999,50,2,33,,,,
141,36709,-1,151,16,-1,-1,-1,-1,-1,-1,11,1,11,-1,-1,-1,-1,10,11,52,1,10,1993,5,,611.8166667,62,116,6999,51,2,64,,,,
142,36716,-1,290,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,10,11,59,1,10,1993,5,,611.9333333,62,116,6999,52,1,32,,,,
143,36718,-1,5057,16,-1,-1,-1,-1,-1,-1,8,1,8,-1,-1,-1,-1,10,12,1,1,10,1993,5,,611.9666667,62,116,6999,53,3,40,,,,
144,36965,-1,593,32,-1,-1,-1,-1,-1,-1,10,1,10,-1,-1,-1,-1,10,16,8,1,10,1993,5,,616.0833333,62,116,6999,54,6,117,,,,
146,37087,-1,123,16,-1,-1,-1,-1,-1,-1,11,1,11,-1,-1,-1,-1,10,18,10,1,10,1993,5,,618.1166667,62,116,6999,55,5,26,,,,
147,37304,-1,152,16,-1,-1,-1,-1,-1,-1,11,1,11,-1,-1,-1,-1,10,21,47,1,10,1993,5,,621.7333333,63,85,560,56,2,5,,,,
150,37436,-1,29,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,10,23,59,1,10,1993,5,,623.9333333,63,85,560,57,3,37,,,,
151,37439,-1,71,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,10,24,2,1,10,1993,5,,623.9833333,63,85,560,58,4,41,,,,
154,37562,-1,136,32,-1,-1,-1,-1,-1,-1,10,1,10,-1,-1,-1,-1,10,26,5,1,10,1993,5,,626.0333333,63,85,560,59,2,33,,,,
155,37701,-1,172,32,-1,-1,-1,-1,-1,-1,10,1,10,-1,-1,-1,-1,10,28,24,1,10,1993,5,,628.35,63,85,560,60,3,37,,,,
156,37826,-1,69,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,10,30,29,1,10,1993,5,,630.4333333,64,72,1512,61,5,85,,,,
157,37877,-1,566,32,-1,-1,-1,-1,-1,-1,10,1,10,-1,-1,-1,-1,10,31,20,1,10,1993,5,,631.2833333,64,72,1512,62,6,116,,,,
159,37905,-1,807,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,10,31,48,1,10,1993,5,,631.75,64,72,1512,63,5,85,,,,
160,38147,-1,70,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,10,35,50,1,10,1993,5,,635.7833333,64,72,1512,64,4,72,,,,
162,38445,-1,4750,32,-1,-1,-1,-1,-1,-1,10,1,10,-1,-1,-1,-1,10,40,48,1,10,1993,5,,640.75,65,33,4757,65,2,33,,,,
163,38716,-1,7,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,10,45,19,1,10,1993,5,,645.2666667,65,33,4757,66,0,0,,,,
170,40045,-1,3,1,-1,-1,-1,-1,-1,-1,2,1,9,-1,-1,-1,-1,11,7,28,1,10,1993,5,,667.4166667,67,1,3,67,1,1,,,,
172,40336,-1,748,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,11,12,19,1,10,1993,5,,672.2666667,68,41,903,68,4,41,,,,
173,40393,-1,78,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,11,13,16,1,10,1993,5,,673.2166667,68,41,903,69,4,41,,,,
175,40730,-1,68,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,11,18,53,1,10,1993,5,,678.8333333,68,41,903,70,4,48,,,,
176,40770,-1,9,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,11,19,33,1,10,1993,5,,679.5,68,41,903,71,6,43,,,,
178,41017,-1,64,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,11,23,40,1,10,1993,5,,683.6166667,69,41,360,72,8,156,,,,
180,41088,-1,16,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,11,24,51,1,10,1993,5,,684.8,69,41,360,73,7,59,,,,
183,41252,-1,206,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,11,27,35,1,10,1993,5,,687.5333333,69,41,360,74,7,59,,,,
184,41391,-1,74,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,11,29,54,1,10,1993,5,,689.85,69,41,360,75,4,81,,,,
186,41502,-1,260,32,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,11,31,45,1,10,1993,5,,691.7,70,48,459,76,0,0,,,,
187,41598,-1,138,4,-1,-1,-1,-1,-1,-1,5,2,5,-1,-1,-1,-1,11,33,21,1,10,1993,5,,693.3,70,48,459,77,2,2,,,,
188,41759,-1,24,4,-1,-1,-1,-1,-1,-1,5,2,5,-1,-1,-1,-1,11,36,2,1,10,1993,5,,695.9833333,70,48,459,78,5,98,,,,
189,41861,-1,37,8,-1,-1,-1,-1,-1,-1,5,2,5,-1,-1,-1,-1,11,37,44,1,10,1993,5,,697.6833333,70,48,459,79,3,65,,,,
190,42024,-1,4,1,-1,-1,-1,-1,-1,-1,5,2,9,-1,-1,-1,-1,11,40,27,1,10,1993,5,,700.4,71,43,68,80,3,96,,,,
191,42064,-1,4,1,-1,-1,-1,-1,-1,-1,5,2,12,-1,-1,-1,-1,11,41,7,1,10,1993,5,,701.0666667,71,43,68,81,0,0,,,,
192,42072,-1,4,1,-1,-1,-1,-1,-1,-1,5,2,12,-1,-1,-1,-1,11,41,15,1,10,1993,5,,701.2,71,43,68,82,2,2,,,,
194,42432,-1,14,32,-1,-1,-1,-1,-1,-1,5,2,11,-1,-1,-1,-1,11,47,15,1,10,1993,5,,707.2,71,43,68,83,2,2,,,,
195,42451,-1,23,4,-1,-1,-1,-1,-1,-1,5,2,11,-1,-1,-1,-1,11,47,34,1,10,1993,5,,707.5166667,71,43,68,84,2,36,,,,
197,42545,-1,19,4,-1,-1,-1,-1,-1,-1,5,2,13,-1,-1,-1,-1,11,49,8,1,10,1993,5,,709.0833333,71,43,68,85,2,33,,,,
198,42602,-1,54,4,-1,-1,-1,-1,-1,-1,5,2,13,-1,-1,-1,-1,11,50,5,1,10,1993,5,,710.0333333,72,156,2678,86,7,45,,,,
199,42632,-1,500,32,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,11,50,35,1,10,1993,5,,710.5333333,72,156,2678,87,7,137,,,,
200,42670,-1,355,8,-1,-1,-1,-1,-1,-1,5,2,13,-1,-1,-1,-1,11,51,13,1,10,1993,5,,711.1666667,72,156,2678,88,1,32,,,,
202,42912,-1,235,32,-1,-1,-1,-1,-1,-1,12,2,14,-1,-1,-1,-1,11,55,15,1,10,1993,5,,715.2,72,156,2678,89,12,358,,,,
205,43044,-1,4,16,-1,-1,-1,-1,-1,-1,11,1,11,-1,-1,-1,-1,11,57,27,1,10,1993,5,,717.4,72,156,2678,90,2,96,,,,
207,43072,-1,29,16,-1,-1,-1,-1,-1,-1,11,1,11,-1,-1,-1,-1,11,57,55,1,10,1993,5,,717.8666667,72,156,2678,91,3,34,,,,
209,43137,-1,159,16,-1,-1,-1,-1,-1,-1,11,1,11,-1,-1,-1,-1,11,59,0,1,10,1993,5,,718.95,72,156,2678,92,3,160,,,,
210,43180,-1,1342,32,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,11,59,43,1,10,1993,5,,719.6666667,72,156,2678,93,3,37,,,,
211,43212,-1,594,8,-1,-1,-1,-1,-1,-1,5,2,13,-1,-1,-1,-1,12,0,15,1,10,1993,5,,720.2,73,59,2552,94,1,1,,,,
212,43326,-1,5,1,-1,-1,-1,-1,-1,-1,5,2,9,-1,-1,-1,-1,12,2,9,1,10,1993,5,,722.1,73,59,2552,95,2,36,,,,
213,43394,-1,1641,16,-1,-1,-1,-1,-1,-1,8,1,8,-1,-1,-1,-1,12,3,17,1,10,1993,5,,723.2333333,73,59,2552,96,3,68,,,,
214,43398,-1,134,16,-1,-1,-1,-1,-1,-1,11,1,11,-1,-1,-1,-1,12,3,21,1,10,1993,5,,723.3,73,59,2552,97,2,64,,,,
215,43507,-1,21,1,-1,-1,-1,-1,-1,-1,13,1,15,-1,-1,-1,-1,12,5,10,1,10,1993,5,,725.1166667,73,59,2552,98,1,4,,,,
217,43685,-1,134,16,-1,-1,-1,-1,-1,-1,11,1,11,-1,-1,-1,-1,12,8,8,1,10,1993,5,,728.0833333,73,59,2552,99,1,1,,,,
218,43701,-1,23,1,-1,-1,-1,-1,-1,-1,13,1,15,-1,-1,-1,-1,12,8,24,1,10,1993,5,,728.35,73,59,2552,100,1,1,,,,
219,43812,-1,80,8,-1,-1,-1,-1,-1,-1,5,2,13,-1,-1,-1,-1,12,10,15,1,10,1993,5,,730.2,74,59,523,101,2,2,,,,
220,43912,-1,126,16,-1,-1,-1,-1,-1,-1,11,1,11,-1,-1,-1,-1,12,11,55,1,10,1993,5,,731.8666667,74,59,523,102,2,96,,,,
221,43934,-1,5,1,-1,-1,-1,-1,-1,-1,5,2,12,-1,-1,-1,-1,12,12,17,1,10,1993,5,,732.2333333,74,59,523,103,3,160,,,,
222,43941,-1,80,1,-1,-1,-1,-1,-1,-1,5,2,12,-1,-1,-1,-1,12,12,24,1,10,1993,5,,732.35,74,59,523,104,0,0,,,,
223,44117,-1,135,16,-1,-1,-1,-1,-1,-1,11,1,11,-1,-1,-1,-1,12,15,20,1,10,1993,5,,735.2833333,74,59,523,105,1,32,,,,
225,44316,-1,89,16,-1,-1,-1,-1,-1,-1,11,1,11,-1,-1,-1,-1,12,18,39,1,10,1993,5,,738.6,74,59,523,106,0,0,,,,
226,44367,-1,8,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,12,19,30,1,10,1993,5,,739.45,74,59,523,107,0,0,,,,
227,44445,-1,590,16,-1,-1,-1,-1,-1,-1,11,1,11,-1,-1,-1,-1,12,20,48,1,10,1993,5,,740.75,75,81,1569,108,0,0,,,,
230,44542,-1,493,32,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,12,22,25,1,10,1993,5,,742.3666667,75,81,1569,109,1,1,,,,
232,44576,-1,459,32,-1,-1,-1,-1,-1,-1,10,1,10,-1,-1,-1,-1,12,22,59,1,10,1993,5,,742.9333333,75,81,1569,110,0,0,,,,
234,44804,-1,27,1,-1,-1,-1,-1,-1,-1,13,1,15,-1,-1,-1,-1,12,26,47,1,10,1993,5,,746.7333333,75,81,1569,111,0,0,,,,
236,46158,-1,16,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,12,49,21,1,10,1993,5,,769.3,77,2,29,112,0,0,,,,
237,46167,-1,13,1,-1,-1,-1,-1,-1,-1,6,1,6,-1,-1,-1,-1,12,49,30,1,10,1993,5,,769.45,77,2,29,113,0,0,,,,
238,46210,-1,485,32,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,12,50,13,1,10,1993,5,,770.1666667,78,98,3313,114,0,0,,,,
239,46211,-1,935,1,-1,-1,-1,-1,-1,-1,6,1,6,-1,-1,-1,-1,12,50,14,1,10,1993,5,,770.1833333,78,98,3313,115,0,0,,,,
242,46461,-1,754,1,-1,-1,-1,-1,-1,-1,14,2,9,-1,-1,-1,-1,12,54,24,1,10,1993,5,,774.35,78,98,3313,116,0,0,,,,
244,46546,-1,488,32,-1,-1,-1,-1,-1,-1,10,1,10,-1,-1,-1,-1,12,55,49,1,10,1993,5,,775.7666667,78,98,3313,117,0,0,,,,
247,46726,-1,651,32,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,12,58,49,1,10,1993,5,,778.7666667,78,98,3313,118,0,0,,,,
248,47039,-1,424,32,-1,-1,-1,-1,-1,-1,10,1,10,-1,-1,-1,-1,13,4,2,1,10,1993,5,,783.9833333,79,65,4207,119,0,0,,,,
250,47245,-1,923,1,-1,-1,-1,-1,-1,-1,14,2,16,-1,-1,-1,-1,13,7,28,1,10,1993,5,,787.4166667,79,65,4207,120,0,0,,,,
251,47395,-1,2860,32,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,13,9,58,1,10,1993,5,,789.9166667,79,65,4207,121,1,32,,,,
252,47475,-1,180,32,-1,-1,-1,-1,-1,-1,10,1,10,-1,-1,-1,-1,13,11,18,1,10,1993,5,,791.25,80,96,4807,122,0,0,,,,
253,47691,-1,155,32,-1,-1,-1,-1,-1,-1,10,1,10,-1,-1,-1,-1,13,14,54,1,10,1993,5,,794.85,80,96,4807,123,0,0,,,,
255,47966,-1,4472,32,-1,-1,-1,-1,-1,-1,10,1,10,-1,-1,-1,-1,13,19,29,1,10,1993,5,,799.4333333,80,96,4807,124,0,0,,,,
261,48720,-1,8,1,-1,-1,-1,-1,-1,-1,2,1,9,-1,-1,-1,-1,13,32,3,1,10,1993,5,,812,82,2,17,125,0,0,,,,
263,49003,-1,9,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,13,36,46,1,10,1993,5,,816.7166667,82,2,17,126,0,0,,,,
264,49208,-1,12,1,-1,-1,-1,-1,-1,-1,12,2,17,-1,-1,-1,-1,13,40,11,1,10,1993,5,,820.1333333,83,2,25,127,0,0,,,,
266,49623,-1,13,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,13,47,6,1,10,1993,5,,827.05,83,2,25,128,0,0,,,,
272,50054,-1,106,4,-1,-1,-1,-1,-1,-1,7,1,7,-1,-1,-1,-1,13,54,17,1,10,1993,5,,834.2333333,84,36,468,129,0,0,,,,
274,50369,-1,362,32,-1,-1,-1,-1,-1,-1,4,1,3,-1,-1,-1,-1,13,59,32,1,10,1993,5,,839.4833333,84,36,468,130,0,0,,,,
275,50739,-1,1125,32,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,14,5,42,1,10,1993,5,,845.65,85,33,1137,131,0,0,,,,
277,50905,-1,12,1,-1,-1,-1,-1,-1,-1,12,2,17,-1,-1,-1,-1,14,8,28,1,10,1993,5,,848.4166667,85,33,1137,132,0,0,,,,
280,51171,-1,522,32,-1,-1,-1,-1,-1,-1,7,1,10,-1,-1,-1,-1,14,12,54,1,10,1993,5,,852.85,86,45,1065,133,0,0,,,,
281,51189,-1,17,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,14,13,12,1,10,1993,5,,853.15,86,45,1065,134,0,0,,,,
283,51238,-1,454,4,-1,-1,-1,-1,-1,-1,7,1,18,-1,-1,-1,-1,14,14,1,1,10,1993,5,,853.9666667,86,45,1065,135,0,0,,,,
284,51268,-1,4,1,-1,-1,-1,-1,-1,-1,2,1,9,-1,-1,-1,-1,14,14,31,1,10,1993,5,,854.4666667,86,45,1065,136,1,128,,,,
286,51310,-1,44,4,-1,-1,-1,-1,-1,-1,15,1,19,-1,-1,-1,-1,14,15,13,1,10,1993,5,,855.1666667,86,45,1065,137,0,0,,,,
287,51332,-1,21,2,-1,-1,-1,-1,-1,-1,15,1,20,-1,-1,-1,-1,14,15,35,1,10,1993,5,,855.5333333,86,45,1065,138,0,0,,,,
289,51500,-1,3,1,-1,-1,-1,-1,-1,-1,2,1,9,-1,-1,-1,-1,14,18,23,1,10,1993,5,,858.3333333,86,45,1065,139,0,0,,,,
290,51751,-1,83,32,-1,-1,-1,-1,-1,-1,7,1,10,-1,-1,-1,-1,14,22,34,1,10,1993,5,,862.5166667,87,137,977,140,0,0,,,,
291,51818,-1,6,4,-1,-1,-1,-1,-1,-1,7,1,18,-1,-1,-1,-1,14,23,41,1,10,1993,5,,863.6333333,87,137,977,141,0,0,,,,
293,51853,-1,175,32,-1,-1,-1,-1,-1,-1,7,1,10,-1,-1,-1,-1,14,24,16,1,10,1993,5,,864.2166667,87,137,977,142,0,0,,,,
294,51921,-1,108,4,-1,-1,-1,-1,-1,-1,7,1,18,-1,-1,-1,-1,14,25,24,1,10,1993,5,,865.35,87,137,977,143,0,0,,,,
295,51932,-1,222,32,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,14,25,35,1,10,1993,5,,865.5333333,87,137,977,144,0,0,,,,
296,52128,-1,11,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,14,28,51,1,10,1993,5,,868.8,87,137,977,145,0,0,,,,
297,52174,-1,372,32,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,14,29,37,1,10,1993,5,,869.5666667,87,137,977,146,0,0,,,,
299,52615,-1,922,32,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,14,36,58,1,10,1993,5,,876.9166667,88,32,922,147,0,0,,,,
304,52889,-1,6,64,-1,-1,-1,-1,-1,-1,12,2,14,-1,-1,-1,-1,14,41,32,1,10,1993,5,,881.4833333,89,358,660,148,0,0,,,,
305,52912,-1,12,1,-1,-1,-1,-1,-1,-1,12,2,1,-1,-1,-1,-1,14,41,55,1,10,1993,5,,881.8666667,89,358,660,149,0,0,,,,
307,52949,-1,3,64,-1,-1,-1,-1,-1,-1,12,2,14,-1,-1,-1,-1,14,42,32,1,10,1993,5,,882.4833333,89,358,660,150,0,0,,,,
308,52985,-1,219,32,-1,-1,-1,-1,-1,-1,12,2,14,-1,-1,-1,-1,14,43,8,1,10,1993,5,,883.0833333,89,358,660,151,0,0,,,,
309,53019,-1,38,64,-1,-1,-1,-1,-1,-1,12,2,1,-1,-1,-1,-1,14,43,42,1,10,1993,5,,883.65,89,358,660,152,0,0,,,,
310,53073,-1,39,64,-1,-1,-1,-1,-1,-1,12,2,1,-1,-1,-1,-1,14,44,36,1,10,1993,5,,884.55,89,358,660,153,0,0,,,,
311,53127,-1,142,1,-1,-1,-1,-1,-1,-1,12,2,1,-1,-1,-1,-1,14,45,30,1,10,1993,5,,885.45,89,358,660,154,1,16,,,,
312,53129,-1,103,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,14,45,32,1,10,1993,5,,885.4833333,89,358,660,155,0,0,,,,
313,53246,-1,60,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,14,47,29,1,10,1993,5,,887.4333333,89,358,660,156,0,0,,,,
314,53326,-1,11,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,14,48,49,1,10,1993,5,,888.7666667,89,358,660,157,0,0,,,,
315,53328,-1,24,1,-1,-1,-1,-1,-1,-1,12,2,1,-1,-1,-1,-1,14,48,51,1,10,1993,5,,888.8,89,358,660,158,0,0,,,,
316,53374,-1,3,64,-1,-1,-1,-1,-1,-1,12,2,1,-1,-1,-1,-1,14,49,37,1,10,1993,5,,889.5666667,89,358,660,159,0,0,,,,
