job_number;start_time;wait_time;runtime;nodes_alloc;cpu_used;mem_used;proc_req;time_req;mem_req;status;user;user_group;executable_num;queue_num;partition;prev_job;think_time;hours;minutes;seconds;month;month;year;day_of_week
1;0;-1;1451;128;-1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;00;00;03;01;10;1993;5
2;1460;-1;3726;128;-1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;00;24;23;01;10;1993;5
3;5198;-1;1067;128;-1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;01;26;41;01;10;1993;5
4;6269;-1;10927;128;-1;-1;-1;-1;-1;-1;2;1;-1;-1;-1;-1;-1;01;44;32;01;10;1993;5
5;17201;-1;2927;128;-1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;04;46;44;01;10;1993;5
57;25574;-1;10;1;-1;-1;-1;-1;-1;-1;4;1;2;-1;-1;-1;-1;07;06;17;01;10;1993;5
59;26613;-1;716;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;07;23;36;01;10;1993;5
60;27331;-1;7;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;07;35;34;01;10;1993;5
61;27968;-1;69;2;-1;-1;-1;-1;-1;-1;5;2;5;-1;-1;-1;-1;07;46;11;01;10;1993;5
62;27989;-1;9;1;-1;-1;-1;-1;-1;-1;6;1;6;-1;-1;-1;-1;07;46;32;01;10;1993;5
63;28043;-1;9;1;-1;-1;-1;-1;-1;-1;6;1;6;-1;-1;-1;-1;07;47;26;01;10;1993;5
65;28255;-1;884;1;-1;-1;-1;-1;-1;-1;6;1;6;-1;-1;-1;-1;07;50;58;01;10;1993;5
72;29539;-1;75;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;08;12;22;01;10;1993;5
74;29616;-1;15;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;08;13;39;01;10;1993;5
76;30304;-1;176;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;08;25;07;01;10;1993;5
77;30542;-1;160;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;08;29;05;01;10;1993;5
80;30931;-1;229;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;08;35;34;01;10;1993;5
85;31316;-1;54;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;08;41;59;01;10;1993;5
86;31345;-1;237;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;08;42;28;01;10;1993;5
87;31658;-1;49;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;08;47;41;01;10;1993;5
89;31823;-1;104;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;08;50;26;01;10;1993;5
90;31829;-1;57;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;08;50;32;01;10;1993;5
91;31888;-1;19;16;-1;-1;-1;-1;-1;-1;8;1;8;-1;-1;-1;-1;08;51;31;01;10;1993;5
92;31929;-1;7;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;08;52;12;01;10;1993;5
93;32058;-1;181;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;08;54;21;01;10;1993;5
95;32289;-1;143;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;08;58;12;01;10;1993;5
96;32435;-1;7;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;09;00;38;01;10;1993;5
97;32463;-1;59;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;09;01;06;01;10;1993;5
98;32513;-1;4034;16;-1;-1;-1;-1;-1;-1;8;1;8;-1;-1;-1;-1;09;01;56;01;10;1993;5
102;32702;-1;14;1;-1;-1;-1;-1;-1;-1;9;2;9;-1;-1;-1;-1;09;05;05;01;10;1993;5
104;32974;-1;51;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;09;09;37;01;10;1993;5
106;33114;-1;10;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;09;11;57;01;10;1993;5
107;33200;-1;52;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;09;13;23;01;10;1993;5
109;33656;-1;147;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;09;20;59;01;10;1993;5
110;33806;-1;19;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;09;23;29;01;10;1993;5
111;33820;-1;60;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;09;23;43;01;10;1993;5
115;34421;-1;21;4;-1;-1;-1;-1;-1;-1;5;2;5;-1;-1;-1;-1;09;33;44;01;10;1993;5
117;34471;-1;200;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;09;34;34;01;10;1993;5
119;34546;-1;35;4;-1;-1;-1;-1;-1;-1;5;2;5;-1;-1;-1;-1;09;35;49;01;10;1993;5
121;34673;-1;8;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;09;37;56;01;10;1993;5
122;34856;-1;732;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;09;40;59;01;10;1993;5
124;35269;-1;7;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;09;47;52;01;10;1993;5
126;35572;-1;63;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;09;52;55;01;10;1993;5
127;35593;-1;10;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;09;53;16;01;10;1993;5
128;35663;-1;727;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;09;54;26;01;10;1993;5
133;36027;-1;53;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;10;00;30;01;10;1993;5
135;36149;-1;120;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;10;02;32;01;10;1993;5
136;36204;-1;133;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;10;03;27;01;10;1993;5
137;36396;-1;8;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;10;06;39;01;10;1993;5
138;36451;-1;166;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;10;07;34;01;10;1993;5
140;36641;-1;785;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;10;10;44;01;10;1993;5
141;36709;-1;151;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;10;11;52;01;10;1993;5
142;36716;-1;290;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;10;11;59;01;10;1993;5
143;36718;-1;5057;16;-1;-1;-1;-1;-1;-1;8;1;8;-1;-1;-1;-1;10;12;01;01;10;1993;5
144;36965;-1;593;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;10;16;08;01;10;1993;5
146;37087;-1;123;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;10;18;10;01;10;1993;5
147;37304;-1;152;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;10;21;47;01;10;1993;5
150;37436;-1;29;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;10;23;59;01;10;1993;5
151;37439;-1;71;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;10;24;02;01;10;1993;5
154;37562;-1;136;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;10;26;05;01;10;1993;5
155;37701;-1;172;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;10;28;24;01;10;1993;5
156;37826;-1;69;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;10;30;29;01;10;1993;5
157;37877;-1;566;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;10;31;20;01;10;1993;5
159;37905;-1;807;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;10;31;48;01;10;1993;5
160;38147;-1;70;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;10;35;50;01;10;1993;5
162;38445;-1;4750;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;10;40;48;01;10;1993;5
163;38716;-1;7;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;10;45;19;01;10;1993;5
170;40045;-1;3;1;-1;-1;-1;-1;-1;-1;2;1;9;-1;-1;-1;-1;11;07;28;01;10;1993;5
172;40336;-1;748;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;11;12;19;01;10;1993;5
173;40393;-1;78;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;11;13;16;01;10;1993;5
175;40730;-1;68;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;11;18;53;01;10;1993;5
176;40770;-1;9;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;11;19;33;01;10;1993;5
178;41017;-1;64;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;11;23;40;01;10;1993;5
180;41088;-1;16;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;11;24;51;01;10;1993;5
183;41252;-1;206;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;11;27;35;01;10;1993;5
184;41391;-1;74;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;11;29;54;01;10;1993;5
186;41502;-1;260;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;11;31;45;01;10;1993;5
187;41598;-1;138;4;-1;-1;-1;-1;-1;-1;5;2;5;-1;-1;-1;-1;11;33;21;01;10;1993;5
188;41759;-1;24;4;-1;-1;-1;-1;-1;-1;5;2;5;-1;-1;-1;-1;11;36;02;01;10;1993;5
189;41861;-1;37;8;-1;-1;-1;-1;-1;-1;5;2;5;-1;-1;-1;-1;11;37;44;01;10;1993;5
190;42024;-1;4;1;-1;-1;-1;-1;-1;-1;5;2;9;-1;-1;-1;-1;11;40;27;01;10;1993;5
191;42064;-1;4;1;-1;-1;-1;-1;-1;-1;5;2;12;-1;-1;-1;-1;11;41;07;01;10;1993;5
192;42072;-1;4;1;-1;-1;-1;-1;-1;-1;5;2;12;-1;-1;-1;-1;11;41;15;01;10;1993;5
194;42432;-1;14;32;-1;-1;-1;-1;-1;-1;5;2;11;-1;-1;-1;-1;11;47;15;01;10;1993;5
195;42451;-1;23;4;-1;-1;-1;-1;-1;-1;5;2;11;-1;-1;-1;-1;11;47;34;01;10;1993;5
197;42545;-1;19;4;-1;-1;-1;-1;-1;-1;5;2;13;-1;-1;-1;-1;11;49;08;01;10;1993;5
198;42602;-1;54;4;-1;-1;-1;-1;-1;-1;5;2;13;-1;-1;-1;-1;11;50;05;01;10;1993;5
199;42632;-1;500;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;11;50;35;01;10;1993;5
200;42670;-1;355;8;-1;-1;-1;-1;-1;-1;5;2;13;-1;-1;-1;-1;11;51;13;01;10;1993;5
202;42912;-1;235;32;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;11;55;15;01;10;1993;5
205;43044;-1;4;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;11;57;27;01;10;1993;5
207;43072;-1;29;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;11;57;55;01;10;1993;5
209;43137;-1;159;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;11;59;00;01;10;1993;5
210;43180;-1;1342;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;11;59;43;01;10;1993;5
211;43212;-1;594;8;-1;-1;-1;-1;-1;-1;5;2;13;-1;-1;-1;-1;12;00;15;01;10;1993;5
212;43326;-1;5;1;-1;-1;-1;-1;-1;-1;5;2;9;-1;-1;-1;-1;12;02;09;01;10;1993;5
213;43394;-1;1641;16;-1;-1;-1;-1;-1;-1;8;1;8;-1;-1;-1;-1;12;03;17;01;10;1993;5
214;43398;-1;134;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;12;03;21;01;10;1993;5
215;43507;-1;21;1;-1;-1;-1;-1;-1;-1;13;1;15;-1;-1;-1;-1;12;05;10;01;10;1993;5
217;43685;-1;134;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;12;08;08;01;10;1993;5
218;43701;-1;23;1;-1;-1;-1;-1;-1;-1;13;1;15;-1;-1;-1;-1;12;08;24;01;10;1993;5
219;43812;-1;80;8;-1;-1;-1;-1;-1;-1;5;2;13;-1;-1;-1;-1;12;10;15;01;10;1993;5
220;43912;-1;126;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;12;11;55;01;10;1993;5
221;43934;-1;5;1;-1;-1;-1;-1;-1;-1;5;2;12;-1;-1;-1;-1;12;12;17;01;10;1993;5
222;43941;-1;80;1;-1;-1;-1;-1;-1;-1;5;2;12;-1;-1;-1;-1;12;12;24;01;10;1993;5
223;44117;-1;135;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;12;15;20;01;10;1993;5
225;44316;-1;89;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;12;18;39;01;10;1993;5
226;44367;-1;8;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;12;19;30;01;10;1993;5
227;44445;-1;590;16;-1;-1;-1;-1;-1;-1;11;1;11;-1;-1;-1;-1;12;20;48;01;10;1993;5
230;44542;-1;493;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;12;22;25;01;10;1993;5
232;44576;-1;459;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;12;22;59;01;10;1993;5
234;44804;-1;27;1;-1;-1;-1;-1;-1;-1;13;1;15;-1;-1;-1;-1;12;26;47;01;10;1993;5
236;46158;-1;16;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;12;49;21;01;10;1993;5
237;46167;-1;13;1;-1;-1;-1;-1;-1;-1;6;1;6;-1;-1;-1;-1;12;49;30;01;10;1993;5
238;46210;-1;485;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;12;50;13;01;10;1993;5
239;46211;-1;935;1;-1;-1;-1;-1;-1;-1;6;1;6;-1;-1;-1;-1;12;50;14;01;10;1993;5
242;46461;-1;754;1;-1;-1;-1;-1;-1;-1;14;2;9;-1;-1;-1;-1;12;54;24;01;10;1993;5
244;46546;-1;488;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;12;55;49;01;10;1993;5
247;46726;-1;651;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;12;58;49;01;10;1993;5
248;47039;-1;424;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;13;04;02;01;10;1993;5
250;47245;-1;923;1;-1;-1;-1;-1;-1;-1;14;2;16;-1;-1;-1;-1;13;07;28;01;10;1993;5
251;47395;-1;2860;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;13;09;58;01;10;1993;5
252;47475;-1;180;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;13;11;18;01;10;1993;5
253;47691;-1;155;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;13;14;54;01;10;1993;5
255;47966;-1;4472;32;-1;-1;-1;-1;-1;-1;10;1;10;-1;-1;-1;-1;13;19;29;01;10;1993;5
261;48720;-1;8;1;-1;-1;-1;-1;-1;-1;2;1;9;-1;-1;-1;-1;13;32;03;01;10;1993;5
263;49003;-1;9;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;13;36;46;01;10;1993;5
264;49208;-1;12;1;-1;-1;-1;-1;-1;-1;12;2;17;-1;-1;-1;-1;13;40;11;01;10;1993;5
266;49623;-1;13;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;13;47;06;01;10;1993;5
272;50054;-1;106;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;13;54;17;01;10;1993;5
274;50369;-1;362;32;-1;-1;-1;-1;-1;-1;4;1;3;-1;-1;-1;-1;13;59;32;01;10;1993;5
275;50739;-1;1125;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;14;05;42;01;10;1993;5
277;50905;-1;12;1;-1;-1;-1;-1;-1;-1;12;2;17;-1;-1;-1;-1;14;08;28;01;10;1993;5
280;51171;-1;522;32;-1;-1;-1;-1;-1;-1;7;1;10;-1;-1;-1;-1;14;12;54;01;10;1993;5
281;51189;-1;17;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;14;13;12;01;10;1993;5
283;51238;-1;454;4;-1;-1;-1;-1;-1;-1;7;1;18;-1;-1;-1;-1;14;14;01;01;10;1993;5
284;51268;-1;4;1;-1;-1;-1;-1;-1;-1;2;1;9;-1;-1;-1;-1;14;14;31;01;10;1993;5
286;51310;-1;44;4;-1;-1;-1;-1;-1;-1;15;1;19;-1;-1;-1;-1;14;15;13;01;10;1993;5
287;51332;-1;21;2;-1;-1;-1;-1;-1;-1;15;1;20;-1;-1;-1;-1;14;15;35;01;10;1993;5
289;51500;-1;3;1;-1;-1;-1;-1;-1;-1;2;1;9;-1;-1;-1;-1;14;18;23;01;10;1993;5
290;51751;-1;83;32;-1;-1;-1;-1;-1;-1;7;1;10;-1;-1;-1;-1;14;22;34;01;10;1993;5
291;51818;-1;6;4;-1;-1;-1;-1;-1;-1;7;1;18;-1;-1;-1;-1;14;23;41;01;10;1993;5
293;51853;-1;175;32;-1;-1;-1;-1;-1;-1;7;1;10;-1;-1;-1;-1;14;24;16;01;10;1993;5
294;51921;-1;108;4;-1;-1;-1;-1;-1;-1;7;1;18;-1;-1;-1;-1;14;25;24;01;10;1993;5
295;51932;-1;222;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;14;25;35;01;10;1993;5
296;52128;-1;11;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;14;28;51;01;10;1993;5
297;52174;-1;372;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;14;29;37;01;10;1993;5
299;52615;-1;922;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;14;36;58;01;10;1993;5
304;52889;-1;6;64;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;14;41;32;01;10;1993;5
305;52912;-1;12;1;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;14;41;55;01;10;1993;5
307;52949;-1;3;64;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;14;42;32;01;10;1993;5
308;52985;-1;219;32;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;14;43;08;01;10;1993;5
309;53019;-1;38;64;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;14;43;42;01;10;1993;5
310;53073;-1;39;64;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;14;44;36;01;10;1993;5
311;53127;-1;142;1;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;14;45;30;01;10;1993;5
312;53129;-1;103;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;14;45;32;01;10;1993;5
313;53246;-1;60;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;14;47;29;01;10;1993;5
314;53326;-1;11;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;14;48;49;01;10;1993;5
315;53328;-1;24;1;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;14;48;51;01;10;1993;5
316;53374;-1;3;64;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;14;49;37;01;10;1993;5
318;53472;-1;71;32;-1;-1;-1;-1;-1;-1;12;2;11;-1;-1;-1;-1;14;51;15;01;10;1993;5
319;53590;-1;3;64;-1;-1;-1;-1;-1;-1;14;2;11;-1;-1;-1;-1;14;53;13;01;10;1993;5
320;54127;-1;11;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;15;02;10;01;10;1993;5
321;54151;-1;2689;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;15;02;34;01;10;1993;5
327;54595;-1;12;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;15;09;58;01;10;1993;5
328;54673;-1;161;64;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;15;11;16;01;10;1993;5
331;54885;-1;220;32;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;15;14;48;01;10;1993;5
332;54889;-1;253;64;-1;-1;-1;-1;-1;-1;16;2;21;-1;-1;-1;-1;15;14;52;01;10;1993;5
333;55252;-1;1268;32;-1;-1;-1;-1;-1;-1;7;1;10;-1;-1;-1;-1;15;20;55;01;10;1993;5
334;55313;-1;1207;4;-1;-1;-1;-1;-1;-1;7;1;18;-1;-1;-1;-1;15;21;56;01;10;1993;5
336;55612;-1;9;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;15;26;55;01;10;1993;5
338;56204;-1;9;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;15;36;47;01;10;1993;5
339;56706;-1;287;32;-1;-1;-1;-1;-1;-1;7;1;10;-1;-1;-1;-1;15;45;09;01;10;1993;5
340;56769;-1;224;4;-1;-1;-1;-1;-1;-1;7;1;18;-1;-1;-1;-1;15;46;12;01;10;1993;5
341;57078;-1;294;32;-1;-1;-1;-1;-1;-1;7;1;10;-1;-1;-1;-1;15;51;21;01;10;1993;5
342;57140;-1;232;4;-1;-1;-1;-1;-1;-1;7;1;18;-1;-1;-1;-1;15;52;23;01;10;1993;5
343;57412;-1;115;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;15;56;55;01;10;1993;5
344;57863;-1;183;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;16;04;26;01;10;1993;5
345;58126;-1;2683;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;16;08;49;01;10;1993;5
346;58762;-1;101;4;-1;-1;-1;-1;-1;-1;7;1;7;-1;-1;-1;-1;16;19;25;01;10;1993;5
347;59334;-1;12;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;16;28;57;01;10;1993;5
348;59618;-1;12;1;-1;-1;-1;-1;-1;-1;4;1;2;-1;-1;-1;-1;16;33;41;01;10;1993;5
349;60189;-1;10;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;16;43;12;01;10;1993;5
350;60520;-1;7;1;-1;-1;-1;-1;-1;-1;4;1;4;-1;-1;-1;-1;16;48;43;01;10;1993;5
351;61042;-1;247;64;-1;-1;-1;-1;-1;-1;16;2;21;-1;-1;-1;-1;16;57;25;01;10;1993;5
352;61049;-1;286;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;16;57;32;01;10;1993;5
353;61418;-1;243;64;-1;-1;-1;-1;-1;-1;16;2;21;-1;-1;-1;-1;17;03;41;01;10;1993;5
354;61496;-1;895;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;17;04;59;01;10;1993;5
355;61686;-1;221;64;-1;-1;-1;-1;-1;-1;16;2;21;-1;-1;-1;-1;17;08;09;01;10;1993;5
356;62660;-1;2674;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;17;24;23;01;10;1993;5
357;65100;-1;11;1;-1;-1;-1;-1;-1;-1;9;2;9;-1;-1;-1;-1;18;05;03;01;10;1993;5
373;72005;-1;9078;32;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;20;00;08;01;10;1993;5
379;81088;-1;10925;128;-1;-1;-1;-1;-1;-1;17;1;-1;-1;-1;-1;-1;22;31;31;01;10;1993;5
380;92020;-1;6959;16;-1;-1;-1;-1;-1;-1;8;1;-1;-1;-1;-1;-1;01;33;43;02;10;1993;6
417;102247;-1;4;1;-1;-1;-1;-1;-1;-1;14;2;1;-1;-1;-1;-1;04;24;10;02;10;1993;6
501;119099;-1;9;1;-1;-1;-1;-1;-1;-1;9;2;9;-1;-1;-1;-1;09;05;02;02;10;1993;6
507;119642;-1;8;1;-1;-1;-1;-1;-1;-1;4;1;2;-1;-1;-1;-1;09;14;05;02;10;1993;6
524;124269;-1;8;1;-1;-1;-1;-1;-1;-1;2;1;9;-1;-1;-1;-1;10;31;12;02;10;1993;6
532;125455;-1;19761;16;-1;-1;-1;-1;-1;-1;8;1;8;-1;-1;-1;-1;10;50;58;02;10;1993;6
618;145195;-1;15;1;-1;-1;-1;-1;-1;-1;12;2;17;-1;-1;-1;-1;16;19;58;02;10;1993;6
619;145220;-1;16;128;-1;-1;-1;-1;-1;-1;12;2;-1;-1;-1;-1;-1;16;20;23;02;10;1993;6
621;145531;-1;107;128;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;16;25;34;02;10;1993;6
630;154804;-1;96;128;-1;-1;-1;-1;-1;-1;12;2;14;-1;-1;-1;-1;19;00;07;02;10;1993;6
633;155847;-1;393;128;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;19;17;30;02;10;1993;6
634;156282;-1;127;32;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;19;24;45;02;10;1993;6
641;157108;-1;176;64;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;19;38;31;02;10;1993;6
642;157454;-1;164;128;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;19;44;17;02;10;1993;6
643;157733;-1;112;32;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;19;48;56;02;10;1993;6
644;157899;-1;130;64;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;19;51;42;02;10;1993;6
650;158270;-1;103;32;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;19;57;53;02;10;1993;6
651;158407;-1;801;16;-1;-1;-1;-1;-1;-1;8;1;-1;-1;-1;-1;-1;20;00;10;02;10;1993;6
652;158539;-1;136;64;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;20;02;22;02;10;1993;6
654;158976;-1;118;64;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;20;09;39;02;10;1993;6
656;159123;-1;90;64;-1;-1;-1;-1;-1;-1;1;1;22;-1;-1;-1;-1;20;12;06;02;10;1993;6
657;159217;-1;9627;128;-1;-1;-1;-1;-1;-1;2;1;-1;-1;-1;-1;-1;20;13;40;02;10;1993;6
658;168848;-1;0;128;-1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;22;54;11;02;10;1993;6
659;179781;-1;0;64;-1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;01;56;24;03;10;1993;0
669;183531;-1;0;128;-1;-1;-1;-1;-1;-1;18;1;-1;-1;-1;-1;-1;02;58;54;03;10;1993;0
670;184502;-1;0;128;-1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;03;15;05;03;10;1993;0
